Achiral,Chiral A,Chiral B
14776,813,795
14730,836,818
14687,856,841
14616,892,876
14567,912,905
14510,936,938
14462,966,956
14392,1007,985
14325,1040,1019
14263,1076,1045
14213,1104,1067
14153,1129,1102
14098,1160,1126
14025,1210,1149
13976,1228,1180
13921,1252,1211
13859,1279,1246
13797,1321,1266
13703,1368,1313
13622,1386,1376
13531,1432,1421
13459,1459,1466
13400,1486,1498
13293,1538,1553
13210,1576,1598
13113,1635,1636
13024,1685,1675
12927,1731,1726
12827,1792,1765
12701,1859,1824
12586,1911,1887
12461,1972,1951
12334,2024,2026
12211,2071,2102
12117,2114,2153
12000,2183,2201
11873,2251,2260
11756,2316,2312
11624,2376,2384
11495,2438,2451
11328,2502,2554
11144,2606,2634
10968,2714,2702
10801,2796,2787
10651,2869,2864
10461,2950,2973
10305,3019,3060
10149,3076,3159
9944,3159,3281
9781,3226,3377
9588,3304,3492
9432,3371,3581
9289,3430,3665
9126,3505,3753
8954,3582,3848
8784,3669,3931
8601,3760,4023
8402,3874,4108
8226,3981,4177
8050,4077,4257
7867,4187,4330
7679,4289,4416
7516,4358,4510
7335,4450,4599
7130,4557,4697
6932,4672,4780
6762,4795,4827
6553,4891,4940
6355,5013,5016
6181,5134,5069
5990,5260,5134
5844,5362,5178
5634,5464,5286
5479,5530,5375
5281,5631,5472
5085,5729,5570
4898,5809,5677
4667,5925,5792
4475,6024,5885
4285,6128,5971
4071,6215,6098
3915,6315,6154
3750,6400,6234
3630,6472,6282
3444,6553,6387
3335,6599,6450
3177,6667,6540
3036,6738,6610
2935,6795,6654
2824,6855,6705
2692,6925,6767
2561,6975,6848
2444,7024,6916
2358,7046,6980
2254,7085,7045
2161,7140,7083
2069,7177,7138
2018,7220,7146
1912,7275,7197
1847,7317,7220
1780,7369,7235
1703,7431,7250
1611,7473,7300
1549,7494,7341
1488,7531,7365
1447,7561,7376
1376,7597,7411
1300,7639,7445
1223,7691,7470
1177,7716,7491
1087,7764,7533
1053,7768,7563
980,7802,7602
945,7804,7635
897,7839,7648
873,7852,7659
791,7875,7718
754,7898,7732
695,7909,7780
621,7913,7850
576,7915,7893
557,7929,7898
528,7949,7907
482,7971,7931
424,7997,7963
429,7995,7960
392,8004,7988
362,8031,7991
341,8024,8019
320,8024,8040
307,8027,8050
286,8035,8063
302,8001,8081
283,8016,8085
244,8030,8110
242,8034,8108
245,8041,8098
226,8064,8094
212,8058,8114
210,8063,8111
188,8072,8124
182,8071,8131
182,8075,8127
180,8079,8125
155,8086,8143
178,8085,8121
161,8102,8121
162,8090,8132
163,8100,8121
149,8108,8127
171,8087,8126
177,8067,8140
184,8078,8122
154,8089,8141
154,8089,8141
162,8075,8147
157,8093,8134
131,8104,8149
152,8091,8141
121,8110,8153
131,8101,8152
139,8107,8138
119,8111,8154
129,8108,8147
143,8110,8131
142,8106,8136
129,8121,8134
138,8115,8131
119,8137,8128
135,8120,8129
119,8129,8136
131,8122,8131
117,8128,8139
110,8145,8129
115,8131,8138
123,8131,8130
127,8115,8142
121,8122,8141
120,8118,8146
150,8126,8108
132,8121,8131
136,8128,8120
131,8136,8117
136,8139,8109
158,8125,8101
134,8137,8113
146,8132,8106
136,8133,8115
136,8138,8110
135,8132,8117
136,8120,8128
130,8133,8121
126,8130,8128
136,8128,8120
118,8133,8133
120,8129,8135
91,8155,8138
118,8143,8123
118,8141,8125
111,8138,8135
109,8137,8138
141,8114,8129
121,8111,8152
114,8099,8171
103,8099,8182
123,8083,8178
131,8088,8165
118,8083,8183
132,8073,8179
131,8076,8177
111,8092,8181
124,8089,8171
106,8101,8177
132,8092,8160
123,8103,8158
119,8111,8154
143,8112,8129
112,8116,8156
136,8096,8152
115,8104,8165
95,8114,8175
124,8100,8160
133,8092,8159
106,8095,8183
110,8092,8182
120,8093,8171
154,8064,8166
135,8069,8180
107,8084,8193
89,8089,8206
99,8079,8206
109,8064,8211
131,8057,8196
131,8058,8195
109,8075,8200
129,8063,8192
130,8056,8198
127,8072,8185
116,8067,8201
115,8062,8207
130,8061,8193
105,8062,8217
119,8063,8202
114,8070,8200
106,8071,8207
100,8066,8218
116,8065,8203
114,8084,8186
98,8087,8199
116,8075,8193
122,8086,8176
