Achiral,Chiral A,Chiral B
3703,181,212
3467,299,330
3233,388,475
3030,479,587
2734,563,799
2497,673,926
2216,787,1093
1943,882,1271
1666,989,1441
1399,1150,1547
1229,1188,1679
1045,1265,1786
950,1280,1866
835,1339,1922
756,1348,1992
645,1354,2097
549,1345,2202
561,1294,2241
532,1292,2272
485,1292,2319
438,1307,2351
446,1284,2366
455,1277,2364
480,1250,2366
497,1217,2382
471,1192,2433
474,1216,2406
417,1201,2478
435,1170,2491
369,1165,2562
417,1146,2533
379,1136,2581
388,1118,2590
425,1119,2552
392,1107,2597
395,1095,2606
427,1063,2606
418,1072,2606
378,1063,2655
353,1049,2694
425,1028,2643
405,1039,2652
412,1043,2641
404,1036,2656
397,1032,2667
370,1050,2676
376,1053,2667
374,1031,2691
345,1023,2728
423,1002,2671
390,1012,2694
386,1035,2675
371,990,2735
431,961,2704
380,980,2736
352,970,2774
400,965,2731
360,958,2778
406,948,2742
356,931,2809
369,948,2779
361,950,2785
358,942,2796
379,933,2784
383,948,2765
378,935,2783
392,909,2795
342,937,2817
335,925,2836
351,893,2852
345,879,2872
333,889,2874
349,900,2847
383,874,2839
370,873,2853
346,872,2878
374,858,2864
330,871,2895
408,860,2828
380,828,2888
393,833,2870
406,813,2877
350,813,2933
330,813,2953
343,817,2936
400,803,2893
380,823,2893
386,801,2909
376,806,2914
334,801,2961
327,786,2983
323,785,2988
389,739,2968
355,732,3009
359,733,3004
365,701,3030
344,748,3004
352,729,3015
400,731,2965
343,749,3004
354,721,3021
