Achiral,Chiral A,Chiral B
14776,813,795
13916,1269,1199
13193,1639,1552
12412,2019,1953
11666,2409,2309
10848,2822,2714
9851,3324,3209
8758,3916,3710
7601,4547,4236
6475,5140,4769
5500,5710,5174
4665,6158,5561
3817,6652,5915
3158,7001,6225
2630,7340,6414
2250,7576,6558
2015,7728,6641
1848,7812,6724
1654,7892,6838
1547,7967,6870
1509,8042,6833
1531,8082,6771
1454,8096,6834
1485,8102,6797
1446,8142,6796
1396,8211,6777
1350,8239,6795
1297,8252,6835
1338,8245,6801
1334,8261,6789
1380,8269,6735
1340,8310,6734
1331,8285,6768
1338,8263,6783
1359,8290,6735
1311,8319,6754
1258,8348,6778
1262,8374,6748
1371,8344,6669
1381,8331,6672
1298,8349,6737
1352,8323,6709
1374,8331,6679
1253,8367,6764
1271,8405,6708
1269,8434,6681
1360,8435,6589
1365,8457,6562
1304,8464,6616
1312,8497,6575
1240,8582,6562
1214,8603,6567
1215,8565,6604
1267,8539,6578
1266,8551,6567
1283,8582,6519
1274,8551,6559
1265,8630,6489
1295,8610,6479
1253,8650,6481
1239,8661,6484
1307,8614,6463
1273,8645,6466
1290,8685,6409
1163,8692,6529
1272,8675,6437
1252,8711,6421
1142,8777,6465
1254,8760,6370
1147,8812,6425
1195,8787,6402
1216,8732,6436
1331,8664,6389
1209,8730,6445
1272,8722,6390
1218,8756,6410
1238,8732,6414
1247,8740,6397
1252,8796,6336
1244,8760,6380
1134,8831,6419
1238,8826,6320
1206,8825,6353
1166,8833,6385
1176,8865,6343
1221,8807,6356
1188,8864,6332
1242,8803,6339
1241,8823,6320
1137,8879,6368
1152,8901,6331
1146,8880,6358
1231,8881,6272
1206,8892,6286
1346,8836,6202
1221,8922,6241
1164,8916,6304
1218,8862,6304
1143,8924,6317
1180,8928,6276
1168,8933,6283
1155,8962,6267
1175,8997,6212
1120,9008,6256
1187,8977,6220
1139,8979,6266
1231,8968,6185
1158,8961,6265
1250,8906,6228
1143,8993,6248
1244,8952,6188
1124,9019,6241
1237,8932,6215
1160,9041,6183
1186,9003,6195
1244,8971,6169
1242,8983,6159
1124,9020,6240
1189,8978,6217
1122,9074,6188
1236,8963,6185
1251,8982,6151
1092,9046,6246
1151,9012,6221
1138,9012,6234
1157,9046,6181
1164,9010,6210
1110,9012,6262
1247,8941,6196
1231,8910,6243
1151,8993,6240
1284,8923,6177
1171,8997,6216
1130,8990,6264
1179,8999,6206
1168,8981,6235
1131,9043,6210
1132,9025,6227
1149,8991,6244
1137,8923,6324
1172,8937,6275
1145,8967,6272
1123,9018,6243
1122,8995,6267
1193,8966,6225
1166,9042,6176
1193,9051,6140
1111,9091,6182
1065,9084,6235
1167,9068,6149
1011,9217,6156
1168,9081,6135
1114,9097,6173
1155,9104,6125
1125,9145,6114
1131,9144,6109
1201,9134,6049
1164,9163,6057
1209,9082,6093
1137,9160,6087
1119,9216,6049
1218,9131,6035
1110,9186,6088
1092,9197,6095
1111,9221,6052
1095,9192,6097
1101,9183,6100
1161,9146,6077
1164,9203,6017
1156,9220,6008
1184,9148,6052
1168,9205,6011
1133,9233,6018
1157,9237,5990
1175,9207,6002
1140,9244,6000
1126,9237,6021
1034,9258,6092
1146,9250,5988
1131,9211,6042
1086,9261,6037
1167,9205,6012
1167,9170,6047
1146,9175,6063
1134,9203,6047
1111,9213,6060
1205,9166,6013
1050,9276,6058
1074,9235,6075
1091,9289,6004
1079,9321,5984
1101,9285,5998
1063,9303,6018
1053,9312,6019
1104,9270,6010
1123,9262,5999
1166,9220,5998
1153,9239,5992
1125,9251,6008
1078,9277,6029
1112,9254,6018
1094,9315,5975
1136,9264,5984
1138,9295,5951
1142,9276,5966
1110,9339,5935
1106,9329,5949
1142,9345,5897
1107,9315,5962
1064,9311,6009
1090,9321,5973
1098,9341,5945
1023,9407,5954
1077,9355,5952
1089,9331,5964
1114,9336,5934
1160,9330,5894
1199,9296,5889
1141,9268,5975
1170,9289,5925
1115,9355,5914
1152,9313,5919
1115,9327,5942
1094,9325,5965
1034,9340,6010
1104,9335,5945
1083,9340,5961
1081,9382,5921
1062,9410,5912
1162,9314,5908
1074,9364,5946
1163,9304,5917
1173,9267,5944
1074,9374,5936
1097,9335,5952
1122,9341,5921
1134,9349,5901
1121,9350,5913
1190,9303,5891
1159,9332,5893
1107,9372,5905
1157,9329,5898
1142,9343,5899
1040,9448,5896
1137,9411,5836
1061,9377,5946
1114,9366,5904
1080,9338,5966
1226,9248,5910
1116,9338,5930
1093,9344,5947
