Achiral,Chiral A,Chiral B
14776,813,795
13419,1484,1481
12344,2076,1964
11212,2579,2593
10003,3196,3185
8729,3957,3698
7576,4570,4238
6524,5130,4730
5485,5667,5232
4638,6101,5645
3946,6540,5898
3356,6863,6165
2938,7130,6316
2592,7330,6462
2571,7365,6448
2501,7456,6427
2425,7574,6385
2403,7600,6381
2250,7704,6430
2186,7798,6400
2193,7831,6360
2147,7921,6316
2122,7940,6322
2133,7960,6291
2065,8009,6310
2050,8064,6270
2131,8022,6231
2013,8089,6282
1984,8135,6265
2079,8131,6174
2082,8102,6200
2072,8176,6136
2022,8221,6141
1972,8278,6134
1957,8314,6113
1979,8327,6078
2105,8291,5988
1956,8374,6054
1937,8368,6079
2026,8370,5988
2050,8419,5915
1981,8429,5974
1983,8453,5948
2028,8452,5904
1950,8520,5914
1971,8514,5899
2018,8505,5861
1948,8537,5899
1946,8536,5902
1922,8518,5944
1945,8574,5865
2029,8543,5812
1897,8615,5872
1883,8636,5865
1828,8674,5882
1913,8659,5812
2046,8581,5757
1935,8650,5799
1962,8648,5774
1999,8620,5765
1780,8841,5763
1849,8765,5770
1943,8716,5725
1942,8758,5684
1970,8752,5662
1886,8788,5710
1909,8834,5641
1788,8935,5661
1822,8922,5640
1830,8981,5573
1931,8912,5541
1884,9001,5499
1949,8979,5456
1827,9135,5422
1850,9133,5401
1855,9187,5342
1799,9211,5374
2034,9125,5225
1920,9196,5268
1847,9283,5254
1817,9340,5227
1845,9334,5205
1810,9344,5230
1832,9368,5184
1873,9332,5179
1770,9348,5266
1777,9355,5252
1892,9320,5172
1917,9287,5180
1963,9239,5182
1911,9261,5212
1858,9262,5264
1762,9322,5300
1837,9325,5222
1696,9429,5259
1828,9382,5174
1960,9335,5089
1842,9433,5109
1873,9378,5133
1813,9404,5167
1864,9382,5138
1828,9434,5122
1808,9389,5187
1728,9426,5230
1887,9393,5104
1869,9371,5144
1929,9329,5126
1888,9412,5084
1835,9463,5086
1880,9428,5076
1726,9538,5120
1763,9509,5112
1856,9536,4992
1917,9517,4950
1783,9675,4926
1863,9603,4918
1782,9715,4887
1853,9645,4886
1908,9571,4905
1769,9694,4921
1845,9639,4900
1793,9623,4968
1849,9620,4915
1687,9700,4997
1789,9678,4917
1783,9691,4910
1705,9759,4920
1876,9644,4864
1879,9668,4837
1832,9728,4824
1767,9820,4797
1819,9818,4747
1804,9815,4765
1799,9882,4703
1769,9902,4713
1829,9938,4617
1769,9958,4657
1838,9903,4643
1866,9912,4606
1732,10000,4652
1806,9950,4628
1753,10030,4601
1726,10064,4594
1750,10027,4607
1868,10029,4487
1802,10114,4468
1784,10078,4522
1850,10051,4483
1742,10139,4503
1707,10196,4481
1793,10116,4475
1826,10103,4455
1733,10204,4447
1786,10261,4337
1749,10300,4335
1745,10242,4397
1707,10303,4374
1788,10223,4373
1827,10266,4291
1834,10249,4301
1784,10309,4291
1758,10308,4318
1752,10290,4342
1742,10304,4338
1814,10265,4305
1767,10296,4321
1741,10365,4278
1815,10329,4240
1738,10390,4256
1777,10378,4229
1789,10352,4243
1739,10424,4221
1754,10405,4225
1726,10367,4291
1669,10467,4248
1784,10403,4197
1822,10365,4197
1671,10485,4228
1791,10366,4227
1727,10447,4210
1649,10502,4233
1659,10523,4202
1730,10548,4106
1652,10613,4119
1746,10574,4064
1860,10499,4025
1738,10600,4046
1761,10604,4019
1779,10554,4051
1834,10570,3980
1677,10672,4035
1804,10609,3971
1740,10738,3906
1718,10708,3958
1765,10677,3942
1758,10692,3934
1673,10776,3935
1700,10819,3865
1716,10835,3833
1659,10842,3883
1647,10874,3863
1702,10857,3825
1724,10851,3809
1690,10878,3816
1687,10890,3807
1890,10745,3749
1696,10858,3830
1597,10851,3936
1670,10840,3874
1822,10761,3801
1681,10808,3895
1715,10806,3863
1714,10793,3877
1750,10742,3892
1793,10783,3808
1723,10832,3829
1841,10770,3773
1758,10775,3851
1740,10814,3830
1656,10933,3795
1765,10781,3838
1725,10843,3816
1738,10880,3766
1786,10838,3760
1706,10863,3815
1748,10835,3801
1672,10914,3798
1709,10906,3769
1742,10919,3723
1778,10869,3737
1709,10946,3729
1691,10912,3781
1700,10910,3774
1734,10859,3791
1804,10834,3746
1713,10854,3817
1654,10920,3810
1706,10891,3787
1665,10970,3749
1687,10898,3799
1686,10967,3731
1763,10893,3728
1804,10905,3675
1718,10997,3669
1685,11028,3671
1684,10951,3749
1778,10907,3699
1663,10962,3759
1699,10963,3722
1651,11018,3715
1616,11033,3735
