Achiral,Chiral A,Chiral B
15778,281,325
15589,370,425
15413,463,508
15225,544,615
15074,629,681
14956,679,749
14772,761,851
14617,836,931
14458,899,1027
14273,983,1128
14109,1052,1223
13921,1136,1327
13757,1210,1417
13516,1330,1538
13324,1405,1655
13114,1499,1771
12905,1596,1883
12711,1686,1987
12489,1797,2098
12230,1922,2232
11919,2078,2387
11666,2198,2520
11317,2361,2706
10996,2503,2885
10634,2674,3076
10235,2864,3285
9833,3052,3499
9435,3239,3710
8964,3457,3963
8506,3664,4214
7987,3915,4482
7543,4105,4736
7063,4298,5023
6599,4488,5297
6170,4708,5506
5721,4912,5751
5245,5116,6023
4823,5292,6269
4385,5497,6502
3955,5663,6766
3508,5860,7016
3156,6037,7191
2834,6169,7381
2542,6294,7548
2224,6442,7718
1940,6544,7900
1723,6646,8015
1536,6716,8132
1331,6778,8275
1181,6840,8363
1056,6899,8429
924,6946,8514
781,6991,8612
674,7057,8653
576,7109,8699
464,7153,8767
425,7160,8799
336,7208,8840
315,7212,8857
247,7253,8884
265,7248,8871
244,7242,8898
188,7268,8928
166,7263,8955
171,7268,8945
163,7262,8959
145,7254,8985
141,7261,8982
134,7248,9002
137,7227,9020
129,7220,9035
133,7214,9037
128,7211,9045
137,7192,9055
128,7200,9056
152,7183,9049
129,7183,9072
144,7187,9053
154,7168,9062
122,7169,9093
128,7147,9109
109,7156,9119
113,7145,9126
119,7140,9125
111,7142,9131
122,7129,9133
103,7142,9139
116,7130,9138
97,7149,9138
110,7141,9133
124,7135,9125
101,7136,9147
127,7102,9155
126,7112,9146
128,7109,9147
130,7100,9154
125,7101,9158
125,7090,9169
132,7080,9172
115,7076,9193
100,7076,9208
104,7086,9194
116,7070,9198
104,7066,9214
112,7040,9232
116,7033,9235
100,7050,9234
118,7024,9242
108,7021,9255
98,7025,9261
111,7016,9257
104,7016,9264
89,7033,9262
115,7016,9253
92,7021,9271
116,7004,9264
102,7015,9267
82,7023,9279
89,7021,9274
101,7017,9266
122,7024,9238
97,7034,9253
87,7034,9263
98,7026,9260
99,7030,9255
92,7035,9257
94,7050,9240
98,7040,9246
86,7041,9257
93,7041,9250
111,7045,9228
107,7040,9237
96,7034,9254
99,7026,9259
102,7015,9267
89,7014,9281
114,6990,9280
93,6998,9293
98,6997,9289
106,6991,9287
87,7009,9288
105,6986,9293
88,6996,9300
68,7003,9313
94,6992,9298
78,6989,9317
78,6992,9314
96,6975,9313
81,6969,9334
109,6950,9325
105,6958,9321
105,6945,9334
110,6931,9343
94,6942,9348
72,6957,9355
69,6950,9365
65,6964,9355
119,6928,9337
87,6933,9364
101,6917,9366
77,6925,9382
75,6938,9371
75,6924,9385
84,6913,9387
111,6901,9372
84,6894,9406
108,6894,9382
97,6872,9415
111,6858,9415
96,6858,9430
80,6867,9437
83,6858,9443
89,6841,9454
100,6844,9440
91,6843,9450
73,6844,9467
73,6852,9459
55,6863,9466
79,6837,9468
90,6831,9463
71,6854,9459
86,6834,9464
86,6825,9473
87,6814,9483
74,6806,9504
78,6810,9496
82,6815,9487
91,6809,9484
98,6793,9493
84,6812,9488
102,6794,9488
77,6794,9513
65,6803,9516
67,6792,9525
83,6780,9521
90,6766,9528
80,6783,9521
86,6787,9511
87,6785,9512
79,6786,9519
87,6787,9510
84,6779,9521
83,6789,9512
74,6785,9525
79,6787,9518
103,6769,9512
83,6778,9523
57,6790,9537
75,6781,9528
85,6777,9522
86,6767,9531
69,6781,9534
92,6777,9515
81,6773,9530
104,6766,9514
68,6786,9530
73,6797,9514
69,6796,9519
59,6797,9528
75,6771,9538
89,6768,9527
78,6780,9526
76,6765,9543
71,6764,9549
76,6758,9550
86,6754,9544
104,6752,9528
86,6768,9530
67,6771,9546
44,6776,9564
80,6765,9539
61,6774,9549
84,6750,9550
81,6751,9552
76,6747,9561
80,6734,9570
80,6749,9555
77,6750,9557
73,6740,9571
80,6748,9556
73,6753,9558
60,6756,9568
88,6743,9553
77,6753,9554
71,6744,9569
69,6760,9555
80,6752,9552
57,6746,9581
85,6738,9561
90,6736,9558
84,6749,9551
