Achiral,Chiral A,Chiral B
3710,193,193
3676,212,208
3635,228,233
3595,242,259
3551,263,282
3512,291,293
3469,314,313
3435,337,324
3396,362,338
3363,383,350
3315,408,373
3262,444,390
3238,461,397
3196,476,424
3136,507,453
3092,529,475
3029,562,505
2983,583,530
2931,604,561
2865,639,592
2812,667,617
2746,698,652
2681,731,684
2608,773,715
2530,819,747
2458,865,773
2394,913,789
2323,959,814
2249,1017,830
2164,1071,861
2078,1129,889
1990,1169,937
1894,1222,980
1812,1262,1022
1755,1289,1052
1682,1323,1091
1564,1379,1153
1481,1409,1206
1365,1466,1265
1251,1526,1319
1144,1585,1367
1058,1623,1415
961,1669,1466
885,1694,1517
807,1736,1553
745,1772,1579
669,1815,1612
613,1849,1634
541,1900,1655
469,1951,1676
420,1985,1691
353,2017,1726
297,2046,1753
242,2064,1790
226,2076,1794
202,2095,1799
166,2126,1804
137,2152,1807
118,2177,1801
90,2194,1812
75,2209,1812
53,2225,1818
62,2223,1811
61,2234,1801
46,2247,1803
39,2260,1797
54,2262,1780
47,2273,1776
41,2279,1776
25,2287,1784
42,2285,1769
38,2290,1768
30,2293,1773
32,2298,1766
27,2303,1766
32,2299,1765
15,2304,1777
33,2298,1765
36,2300,1760
40,2297,1759
29,2304,1763
25,2313,1758
18,2320,1758
19,2324,1753
31,2314,1751
13,2321,1762
32,2318,1746
22,2324,1750
30,2322,1744
23,2339,1734
29,2337,1730
34,2334,1728
7,2348,1741
21,2347,1728
25,2348,1723
18,2347,1731
22,2347,1727
23,2350,1723
19,2350,1727
28,2344,1724
14,2358,1724
29,2347,1720
24,2366,1706
23,2369,1704
30,2367,1699
22,2385,1689
31,2378,1687
28,2380,1688
19,2379,1698
34,2376,1686
19,2389,1688
21,2388,1687
23,2384,1689
25,2382,1689
24,2384,1688
28,2389,1679
25,2395,1676
26,2395,1675
27,2391,1678
34,2381,1681
40,2387,1669
25,2395,1676
31,2391,1674
24,2395,1677
29,2397,1670
21,2402,1673
36,2392,1668
31,2393,1672
25,2398,1673
36,2396,1664
14,2401,1681
29,2403,1664
17,2416,1663
26,2411,1659
21,2411,1664
16,2417,1663
19,2426,1651
23,2425,1648
20,2425,1651
11,2434,1651
37,2420,1639
18,2428,1650
26,2431,1639
24,2442,1630
14,2444,1638
17,2434,1645
28,2432,1636
24,2436,1636
10,2454,1632
28,2442,1626
26,2444,1626
24,2445,1627
20,2452,1624
24,2454,1618
22,2451,1623
26,2449,1621
22,2453,1621
31,2448,1617
26,2448,1622
22,2455,1619
17,2450,1629
23,2454,1619
24,2454,1618
28,2459,1609
18,2467,1611
20,2467,1609
18,2466,1612
24,2471,1601
25,2479,1592
29,2479,1588
22,2486,1588
22,2490,1584
27,2487,1582
22,2490,1584
30,2487,1579
21,2495,1580
26,2500,1570
27,2502,1567
27,2511,1558
22,2505,1569
27,2502,1567
22,2500,1574
25,2505,1566
26,2514,1556
22,2517,1557
19,2518,1559
14,2525,1557
20,2522,1554
20,2529,1547
34,2514,1548
15,2523,1558
15,2526,1555
16,2523,1557
12,2532,1552
23,2528,1545
13,2536,1547
25,2526,1545
11,2534,1551
10,2536,1550
16,2536,1544
15,2530,1551
20,2533,1543
21,2529,1546
22,2530,1544
26,2538,1532
27,2536,1533
21,2547,1528
31,2543,1522
17,2551,1528
25,2549,1522
17,2548,1531
16,2550,1530
26,2550,1520
16,2555,1525
36,2546,1514
21,2562,1513
27,2562,1507
38,2567,1491
27,2573,1496
22,2569,1505
25,2574,1497
21,2580,1495
17,2579,1500
11,2591,1494
10,2586,1500
20,2590,1486
20,2594,1482
17,2590,1489
16,2597,1483
17,2600,1479
23,2600,1473
20,2599,1477
18,2597,1481
14,2600,1482
22,2593,1481
18,2598,1480
20,2598,1478
25,2601,1470
30,2600,1466
26,2601,1469
18,2606,1472
18,2603,1475
18,2597,1481
27,2596,1473
20,2606,1470
21,2605,1470
17,2607,1472
16,2609,1471
16,2610,1470
10,2611,1475
10,2613,1473
