Achiral,Chiral A,Chiral B
3703,181,212
3595,225,276
3466,285,345
3344,353,399
3229,422,445
3094,462,540
2973,516,607
2818,577,701
2666,643,787
2539,713,844
2380,788,928
2197,854,1045
1984,949,1163
1834,1023,1239
1618,1124,1354
1456,1202,1438
1278,1279,1539
1114,1327,1655
960,1378,1758
832,1403,1861
738,1389,1969
617,1425,2054
510,1445,2141
462,1421,2213
428,1429,2239
358,1415,2323
334,1376,2386
297,1372,2427
275,1376,2445
240,1408,2448
230,1385,2481
211,1397,2488
210,1374,2512
208,1371,2517
220,1364,2512
220,1357,2519
250,1324,2522
217,1333,2546
199,1331,2566
193,1299,2604
206,1284,2606
196,1284,2616
187,1293,2616
215,1263,2618
200,1283,2613
178,1262,2656
218,1236,2642
213,1224,2659
192,1233,2671
204,1228,2664
193,1237,2666
199,1226,2671
226,1218,2652
182,1224,2690
172,1218,2706
217,1190,2689
194,1204,2698
160,1194,2742
171,1181,2744
180,1189,2727
168,1167,2761
158,1176,2762
182,1156,2758
194,1162,2740
197,1144,2755
209,1135,2752
189,1128,2779
209,1101,2786
198,1090,2808
186,1097,2813
184,1097,2815
188,1086,2822
199,1071,2826
182,1077,2837
189,1043,2864
217,1022,2857
197,1024,2875
159,1027,2910
188,1016,2892
180,1013,2903
187,1009,2900
167,1016,2913
193,1004,2899
199,995,2902
214,986,2896
182,1005,2909
173,1009,2914
199,995,2902
180,991,2925
174,999,2923
172,963,2961
188,960,2948
180,960,2956
170,964,2962
193,953,2950
176,934,2986
192,936,2968
187,937,2972
186,937,2973
199,910,2987
193,905,2998
