Achiral,Chiral A,Chiral B
3703,181,212
3609,227,260
3476,303,317
3338,358,400
3222,412,462
3091,472,533
2949,540,607
2775,648,673
2598,707,791
2370,817,909
2178,897,1021
1973,961,1162
1801,1023,1272
1619,1118,1359
1436,1205,1455
1243,1299,1554
1068,1378,1650
915,1449,1732
774,1540,1782
650,1587,1859
556,1615,1925
474,1640,1982
397,1644,2055
369,1642,2085
330,1658,2108
319,1653,2124
227,1683,2186
230,1679,2187
258,1677,2161
199,1686,2211
190,1674,2232
198,1657,2241
179,1670,2247
174,1686,2236
184,1662,2250
178,1661,2257
199,1641,2256
197,1655,2244
198,1641,2257
154,1656,2286
196,1641,2259
178,1665,2253
155,1662,2279
165,1649,2282
160,1672,2264
163,1679,2254
175,1651,2270
169,1685,2242
204,1669,2223
164,1683,2249
157,1682,2257
191,1691,2214
182,1715,2199
184,1702,2210
187,1715,2194
188,1712,2196
172,1730,2194
176,1718,2202
200,1720,2176
206,1723,2167
150,1746,2200
198,1728,2170
153,1751,2192
185,1737,2174
151,1752,2193
159,1742,2195
169,1740,2187
197,1721,2178
162,1736,2198
173,1742,2181
170,1756,2170
168,1748,2180
134,1775,2187
139,1790,2167
160,1777,2159
151,1782,2163
197,1774,2125
168,1799,2129
158,1804,2134
159,1806,2131
182,1784,2130
156,1799,2141
156,1805,2135
168,1787,2141
154,1801,2141
179,1783,2134
148,1806,2142
170,1784,2142
175,1772,2149
158,1799,2139
157,1801,2138
144,1815,2137
168,1796,2132
185,1806,2105
145,1821,2130
176,1804,2116
152,1819,2125
167,1812,2117
171,1818,2107
166,1833,2097
173,1820,2103
