Achiral,Chiral A,Chiral B
14776,813,795
14150,1118,1116
13541,1438,1405
12961,1710,1713
12357,1959,2068
11641,2327,2416
10764,2780,2840
9908,3202,3274
9068,3630,3686
8067,4133,4184
7164,4569,4651
6245,5077,5062
5262,5549,5573
4451,5975,5958
3743,6338,6303
3070,6694,6620
2606,6876,6902
2144,7118,7122
1876,7224,7284
1658,7337,7389
1472,7441,7471
1402,7479,7503
1340,7489,7555
1310,7521,7553
1330,7489,7565
1228,7528,7628
1155,7627,7602
1210,7612,7562
1143,7666,7575
1077,7772,7535
1153,7751,7480
1146,7806,7432
1077,7888,7419
1132,7858,7394
1124,7867,7393
1189,7844,7351
1104,7941,7339
1058,7990,7336
1075,7962,7347
1130,7969,7285
1160,7918,7306
1123,7963,7298
1081,7942,7361
1150,7904,7330
1082,7923,7379
1075,7979,7330
1025,8078,7281
1109,8000,7275
1100,7967,7317
1065,8009,7310
1139,7980,7265
1071,7996,7317
1116,7985,7283
1093,8006,7285
1063,8063,7258
1043,8069,7272
1153,7995,7236
1028,8051,7305
1031,8025,7328
1040,8050,7294
1013,8140,7231
1012,8129,7243
1070,8078,7236
1059,8086,7239
1015,8156,7213
1036,8195,7153
1086,8164,7134
1008,8177,7199
970,8195,7219
1014,8180,7190
1003,8196,7185
930,8305,7149
1006,8247,7131
1017,8237,7130
987,8227,7170
1053,8264,7067
1018,8257,7109
990,8283,7111
980,8281,7123
1026,8284,7074
1052,8310,7022
1058,8360,6966
987,8398,6999
925,8420,7039
1016,8392,6976
995,8450,6939
964,8477,6943
939,8550,6895
1010,8510,6864
992,8509,6883
999,8530,6855
1024,8499,6861
984,8516,6884
995,8592,6797
1003,8561,6820
994,8583,6807
887,8640,6857
943,8617,6824
960,8632,6792
981,8578,6825
974,8644,6766
947,8637,6800
987,8606,6791
952,8676,6756
931,8672,6781
930,8686,6768
933,8667,6784
988,8711,6685
922,8738,6724
965,8744,6675
943,8760,6681
999,8697,6688
917,8755,6712
952,8730,6702
1028,8769,6587
938,8822,6624
971,8806,6607
935,8852,6597
983,8847,6554
941,8886,6557
933,8913,6538
927,8896,6561
993,8881,6510
937,8890,6557
964,8892,6528
919,8969,6496
975,8983,6426
888,9044,6452
883,9047,6454
850,9073,6461
915,9039,6430
968,9006,6410
942,9033,6409
1005,9011,6368
982,9022,6380
923,9014,6447
835,9082,6467
852,9107,6425
877,9115,6392
904,9082,6398
924,9038,6422
911,9077,6396
820,9130,6434
930,9091,6363
940,9075,6369
955,9082,6347
870,9126,6388
914,9059,6411
960,9062,6362
888,9120,6376
962,9112,6310
904,9093,6387
902,9123,6359
874,9186,6324
899,9189,6296
913,9175,6296
878,9247,6259
940,9196,6248
935,9176,6273
939,9215,6230
859,9243,6282
926,9235,6223
988,9268,6128
970,9282,6132
943,9317,6124
968,9319,6097
973,9342,6069
951,9331,6102
901,9361,6122
942,9314,6128
904,9389,6091
879,9411,6094
915,9401,6068
909,9378,6097
887,9421,6076
974,9407,6003
937,9467,5980
917,9452,6015
930,9431,6023
925,9463,5996
938,9427,6019
869,9505,6010
912,9485,5987
903,9500,5981
932,9471,5981
982,9462,5940
936,9474,5974
866,9492,6026
948,9473,5963
926,9508,5950
972,9499,5913
871,9562,5951
866,9595,5923
896,9577,5911
905,9548,5931
892,9606,5886
897,9624,5863
851,9704,5829
902,9703,5779
942,9670,5772
915,9688,5781
883,9722,5779
879,9774,5731
852,9791,5741
919,9769,5696
953,9737,5694
914,9743,5727
875,9814,5695
870,9828,5686
885,9825,5674
896,9795,5693
997,9776,5611
860,9862,5662
883,9847,5654
869,9872,5643
950,9856,5578
944,9872,5568
887,9887,5610
850,9916,5618
886,9890,5608
909,9922,5553
942,9908,5534
914,9937,5533
903,9925,5556
907,9911,5566
921,9879,5584
896,9918,5570
887,9936,5561
927,9946,5511
887,9960,5537
899,9947,5538
883,9975,5526
916,9961,5507
885,10028,5471
868,10037,5479
868,10064,5452
820,10068,5496
889,10041,5454
889,10037,5458
880,10073,5431
924,10019,5441
914,10047,5423
906,10058,5420
901,10040,5443
882,10087,5415
858,10109,5417
899,10102,5383
910,10101,5373
841,10174,5369
894,10112,5378
857,10114,5413
