Achiral,Chiral A,Chiral B
14776,813,795
13547,1394,1443
12471,2020,1893
11360,2515,2509
10205,3095,3084
8917,3724,3743
7828,4318,4238
6685,4893,4806
5648,5415,5321
4780,5773,5831
4005,6202,6177
3258,6622,6504
2983,6780,6621
2711,6941,6732
2586,7077,6721
2304,7218,6862
2331,7237,6816
2278,7301,6805
2204,7321,6859
2260,7324,6800
2170,7395,6819
2134,7393,6857
2068,7449,6867
2106,7437,6841
2010,7583,6791
2082,7498,6804
2056,7485,6843
2091,7431,6862
2089,7362,6933
1999,7510,6875
1994,7463,6927
1979,7488,6917
1990,7452,6942
1995,7372,7017
1873,7454,7057
1835,7470,7079
1927,7412,7045
1872,7384,7128
1906,7396,7082
1977,7319,7088
1964,7304,7116
1867,7427,7090
1922,7338,7124
1933,7315,7136
1805,7442,7137
1850,7361,7173
1836,7443,7105
1897,7411,7076
1858,7411,7115
1870,7424,7090
1841,7428,7115
1814,7471,7099
1809,7458,7117
1858,7426,7100
1841,7432,7111
1815,7384,7185
1916,7329,7139
1924,7397,7063
1762,7399,7223
1754,7505,7125
1839,7456,7089
1830,7513,7041
1803,7478,7103
1736,7532,7116
1736,7548,7100
1783,7481,7120
1771,7483,7130
1942,7462,6980
1846,7465,7073
1848,7497,7039
1806,7499,7079
1802,7480,7102
1805,7501,7078
1677,7587,7120
1879,7576,6929
1779,7606,6999
1715,7632,7037
1708,7636,7040
1745,7604,7035
1714,7618,7052
1710,7656,7018
1772,7716,6896
1748,7719,6917
1743,7733,6908
1751,7685,6948
1827,7637,6920
1758,7669,6957
1716,7743,6925
1723,7710,6951
1774,7626,6984
1774,7670,6940
1732,7657,6995
1720,7700,6964
1728,7665,6991
1704,7643,7037
1696,7647,7041
1737,7639,7008
1718,7611,7055
1777,7603,7004
1701,7581,7102
1638,7628,7118
1620,7702,7062
1769,7527,7088
1736,7573,7075
1596,7582,7206
1703,7565,7116
1729,7523,7132
1731,7519,7134
1798,7468,7118
1669,7591,7124
1720,7523,7141
1607,7577,7200
1644,7550,7190
1646,7525,7213
1773,7463,7148
1679,7502,7203
1786,7447,7151
1732,7415,7237
1768,7434,7182
1739,7501,7144
1722,7537,7125
1776,7444,7164
1670,7541,7173
1678,7504,7202
1694,7481,7209
1753,7543,7088
1754,7486,7144
1629,7483,7272
1772,7497,7115
1675,7534,7175
1699,7524,7161
1763,7496,7125
1734,7470,7180
1676,7533,7175
1753,7471,7160
1743,7484,7157
1711,7438,7235
1798,7453,7133
1618,7544,7222
1752,7476,7156
1828,7458,7098
1697,7512,7175
1718,7544,7122
1803,7471,7110
1580,7602,7202
1700,7526,7158
1736,7489,7159
1694,7507,7183
1775,7455,7154
1687,7482,7215
1627,7553,7204
1645,7500,7239
1615,7481,7288
1756,7424,7204
1722,7518,7144
1788,7447,7149
1761,7535,7088
1672,7507,7205
1730,7507,7147
1761,7528,7095
1584,7619,7181
1834,7511,7039
1716,7508,7160
1740,7538,7106
1689,7546,7149
1667,7482,7235
1716,7484,7184
1628,7551,7205
1684,7562,7138
1712,7561,7111
1739,7448,7197
1680,7449,7255
1794,7369,7221
1773,7468,7143
1697,7439,7248
1677,7526,7181
1658,7483,7243
1758,7443,7183
1692,7399,7293
1680,7479,7225
1784,7423,7177
1581,7539,7264
1729,7466,7189
1682,7513,7189
1778,7464,7142
1748,7527,7109
1737,7499,7148
1631,7583,7170
1791,7531,7062
1678,7604,7102
1726,7570,7088
1704,7678,7002
1677,7606,7101
1673,7676,7035
1570,7702,7112
1734,7632,7018
1781,7579,7024
1803,7496,7085
1736,7561,7087
1763,7549,7072
1717,7579,7088
1709,7675,7000
1640,7627,7117
1733,7618,7033
1751,7577,7056
1644,7597,7143
1585,7637,7162
1704,7639,7041
1654,7618,7112
1625,7630,7129
1609,7721,7054
1629,7675,7080
1734,7636,7014
1653,7649,7082
1719,7647,7018
1650,7646,7088
1771,7540,7073
1665,7617,7102
1720,7602,7062
1692,7673,7019
1686,7675,7023
1732,7654,6998
1665,7772,6947
1659,7726,6999
1725,7633,7026
1724,7621,7039
1655,7715,7014
1785,7626,6973
1609,7714,7061
1674,7636,7074
1708,7638,7038
1579,7659,7146
1757,7622,7005
1676,7712,6996
1670,7685,7029
1726,7663,6995
1838,7650,6896
1652,7720,7012
1664,7734,6986
1688,7767,6929
1620,7876,6888
1729,7832,6823
1650,7838,6896
1602,7895,6887
1722,7822,6840
1692,7817,6875
1596,7862,6926
1742,7851,6791
1701,7894,6789
1665,7873,6846
1688,7802,6894
