Achiral,Chiral A,Chiral B
3703,181,212
3451,310,335
3201,451,444
2984,567,545
2745,688,663
2454,817,825
2149,963,984
2004,1010,1082
1770,1136,1190
1502,1225,1369
1289,1318,1489
1072,1402,1622
909,1498,1689
760,1604,1732
650,1678,1768
522,1739,1835
475,1773,1848
453,1777,1866
459,1810,1827
522,1781,1793
506,1800,1790
490,1801,1805
457,1854,1785
487,1840,1769
478,1809,1809
431,1813,1852
461,1805,1830
486,1813,1797
444,1852,1800
447,1836,1813
415,1838,1843
426,1852,1818
473,1870,1753
424,1872,1800
450,1844,1802
444,1837,1815
474,1848,1774
441,1866,1789
444,1859,1793
430,1893,1773
439,1893,1764
416,1894,1786
411,1905,1780
431,1878,1787
434,1867,1795
393,1897,1806
403,1872,1821
419,1849,1828
370,1874,1852
396,1844,1856
419,1837,1840
406,1852,1838
444,1814,1838
409,1827,1860
405,1825,1866
407,1833,1856
431,1827,1838
454,1774,1868
410,1786,1900
434,1795,1867
414,1781,1901
423,1797,1876
439,1795,1862
454,1774,1868
387,1792,1917
397,1820,1879
409,1788,1899
403,1771,1922
434,1779,1883
427,1761,1908
410,1793,1893
447,1774,1875
410,1793,1893
414,1794,1888
376,1806,1914
416,1815,1865
430,1789,1877
396,1780,1920
373,1804,1919
380,1793,1923
389,1813,1894
400,1816,1880
417,1792,1887
424,1775,1897
405,1808,1883
383,1821,1892
373,1822,1901
410,1834,1852
433,1796,1867
419,1817,1860
389,1804,1903
410,1821,1865
411,1802,1883
430,1746,1920
449,1710,1937
451,1723,1922
406,1763,1927
399,1741,1956
358,1791,1947
384,1801,1911
406,1779,1911
