Achiral,Chiral A,Chiral B
14776,813,795
14500,931,953
14261,1051,1072
13985,1189,1210
13634,1390,1360
13337,1518,1529
13003,1688,1693
12663,1846,1875
12260,2066,2058
11820,2323,2241
11340,2552,2492
10818,2806,2760
10312,3025,3047
9712,3282,3390
9101,3627,3656
8508,3933,3943
7857,4269,4258
7211,4590,4583
6544,4896,4944
5926,5172,5286
5248,5501,5635
4708,5776,5900
4133,6042,6209
3609,6332,6443
3075,6559,6750
2661,6726,6997
2290,6920,7174
1956,7048,7380
1667,7146,7571
1470,7232,7682
1185,7372,7827
1072,7424,7888
900,7519,7965
811,7546,8027
814,7535,8035
715,7568,8101
721,7571,8092
682,7604,8098
627,7628,8129
639,7585,8160
599,7572,8213
608,7557,8219
580,7527,8277
559,7502,8323
543,7548,8293
595,7531,8258
564,7549,8271
590,7520,8274
584,7471,8329
502,7489,8393
590,7400,8394
563,7397,8424
582,7377,8425
549,7404,8431
533,7427,8424
591,7383,8410
569,7352,8463
544,7356,8484
509,7402,8473
556,7351,8477
528,7337,8519
550,7330,8504
547,7336,8501
568,7288,8528
489,7341,8554
562,7294,8528
471,7355,8558
507,7288,8589
498,7300,8586
484,7305,8595
497,7275,8612
545,7238,8601
522,7276,8586
525,7245,8614
531,7257,8596
472,7270,8642
466,7283,8635
490,7284,8610
500,7286,8598
546,7226,8612
476,7250,8658
473,7267,8644
481,7223,8680
480,7227,8677
454,7231,8699
498,7197,8689
491,7183,8710
485,7160,8739
500,7168,8716
433,7212,8739
500,7180,8704
520,7167,8697
471,7174,8739
461,7164,8759
497,7148,8739
435,7152,8797
458,7151,8775
469,7091,8824
449,7093,8842
462,7095,8827
478,7082,8824
510,7031,8843
454,7064,8866
512,7039,8833
491,7047,8846
471,7052,8861
502,6990,8892
517,7003,8864
496,6998,8890
450,7024,8910
474,7002,8908
481,6975,8928
474,6991,8919
474,6982,8928
424,6987,8973
493,6963,8928
449,6999,8936
480,6977,8927
477,6962,8945
499,6974,8911
458,7003,8923
486,6974,8924
458,7008,8918
450,6956,8978
499,6973,8912
468,6953,8963
428,6965,8991
482,6943,8959
470,6955,8959
445,6969,8970
471,6918,8995
450,6921,9013
441,6923,9020
484,6896,9004
462,6884,9038
421,6907,9056
440,6880,9064
429,6905,9050
489,6860,9035
455,6899,9030
480,6885,9019
499,6850,9035
472,6875,9037
444,6897,9043
514,6852,9018
524,6834,9026
469,6873,9042
474,6834,9076
464,6861,9059
450,6845,9089
424,6872,9088
439,6857,9088
444,6835,9105
433,6812,9139
449,6843,9092
399,6859,9126
472,6837,9075
463,6845,9076
437,6848,9099
443,6847,9094
492,6810,9082
431,6848,9105
443,6869,9072
445,6821,9118
464,6834,9086
442,6848,9094
445,6821,9118
422,6840,9122
432,6828,9124
461,6814,9109
447,6824,9113
439,6850,9095
423,6835,9126
452,6824,9108
414,6830,9140
448,6814,9122
435,6844,9105
432,6828,9124
494,6776,9114
466,6799,9119
457,6794,9133
484,6761,9139
491,6775,9118
447,6827,9110
440,6793,9151
445,6756,9183
431,6800,9153
493,6762,9129
444,6789,9151
455,6781,9148
442,6789,9153
440,6743,9201
433,6766,9185
458,6756,9170
428,6764,9192
464,6748,9172
422,6772,9190
449,6748,9187
464,6734,9186
454,6730,9200
409,6766,9209
429,6735,9220
505,6707,9172
458,6743,9183
446,6751,9187
432,6772,9180
434,6775,9175
470,6763,9151
425,6774,9185
456,6785,9143
447,6779,9158
420,6786,9178
429,6784,9171
429,6818,9137
450,6802,9132
422,6787,9175
454,6812,9118
476,6779,9129
454,6774,9156
429,6785,9170
451,6752,9181
419,6755,9210
407,6761,9216
457,6736,9191
425,6723,9236
435,6729,9220
413,6731,9240
414,6735,9235
470,6721,9193
434,6724,9226
425,6743,9216
402,6743,9239
446,6711,9227
468,6694,9222
402,6701,9281
410,6721,9253
427,6698,9259
420,6681,9283
457,6646,9281
420,6677,9287
427,6647,9310
430,6649,9305
440,6643,9301
409,6678,9297
456,6623,9305
392,6640,9352
441,6636,9307
446,6634,9304
422,6642,9320
455,6625,9304
416,6621,9347
