Achiral,Chiral A,Chiral B
3703,181,212
3533,268,295
3362,360,374
3206,442,448
3023,543,530
2816,685,595
2631,771,694
2478,869,749
2221,1017,858
2034,1140,922
1807,1260,1029
1569,1402,1125
1366,1541,1189
1103,1685,1308
906,1800,1390
799,1870,1427
683,1907,1506
593,1955,1548
492,2030,1574
426,2068,1602
412,2067,1617
415,2091,1590
387,2143,1566
349,2168,1579
324,2219,1553
390,2182,1524
324,2222,1550
347,2234,1515
300,2256,1540
320,2237,1539
321,2255,1520
292,2265,1539
301,2252,1543
308,2261,1527
293,2240,1563
270,2247,1579
240,2276,1580
275,2253,1568
282,2242,1572
289,2236,1571
286,2239,1571
313,2213,1570
294,2218,1584
293,2217,1586
267,2239,1590
283,2235,1578
249,2261,1586
266,2274,1556
290,2268,1538
251,2292,1553
300,2253,1543
271,2283,1542
303,2281,1512
315,2282,1499
271,2318,1507
292,2304,1500
287,2288,1521
263,2302,1531
292,2283,1521
263,2298,1535
276,2316,1504
299,2297,1500
300,2304,1492
308,2322,1466
307,2328,1461
229,2398,1469
265,2354,1477
273,2364,1459
260,2373,1463
255,2378,1463
300,2345,1451
256,2378,1462
264,2365,1467
268,2345,1483
257,2359,1480
235,2368,1493
240,2388,1468
262,2366,1468
261,2360,1475
262,2350,1484
247,2370,1479
275,2344,1477
290,2330,1476
273,2364,1459
258,2358,1480
268,2343,1485
239,2369,1488
299,2347,1450
287,2363,1446
242,2389,1465
298,2361,1437
266,2360,1470
282,2376,1438
237,2386,1473
261,2377,1458
241,2373,1482
249,2373,1474
269,2353,1474
289,2336,1471
272,2360,1464
255,2370,1471
