Achiral,Chiral A,Chiral B
14776,813,795
13745,1353,1286
12809,1852,1723
11834,2367,2183
10828,2872,2684
9744,3432,3208
8591,4078,3715
7410,4645,4329
6324,5145,4915
5269,5604,5511
4496,5924,5964
3756,6324,6304
3156,6595,6633
2635,6850,6899
2459,6890,7035
2258,6932,7194
2022,7113,7249
1980,7044,7360
1910,7163,7311
1932,7175,7277
1921,7184,7279
1866,7252,7266
1788,7271,7325
1768,7302,7314
1888,7311,7185
1868,7362,7154
1790,7374,7220
1711,7446,7227
1726,7402,7256
1673,7448,7263
1717,7396,7271
1770,7383,7231
1743,7358,7283
1643,7381,7360
1657,7312,7415
1700,7325,7359
1737,7235,7412
1654,7252,7478
1725,7202,7457
1679,7256,7449
1637,7262,7485
1705,7173,7506
1680,7245,7459
1640,7226,7518
1543,7331,7510
1733,7231,7420
1662,7237,7485
1692,7287,7405
1612,7284,7488
1583,7353,7448
1626,7317,7441
1590,7381,7413
1609,7325,7450
1582,7330,7472
1623,7264,7497
1571,7269,7544
1534,7270,7580
1593,7267,7524
1629,7209,7546
1606,7219,7559
1503,7264,7617
1532,7227,7625
1604,7167,7613
1596,7195,7593
1474,7258,7652
1585,7229,7570
1465,7296,7623
1607,7273,7504
1607,7231,7546
1530,7235,7619
1640,7206,7538
1478,7284,7622
1550,7216,7618
1476,7274,7634
1623,7117,7644
1482,7202,7700
1601,7080,7703
1582,7100,7702
1513,7192,7679
1495,7221,7668
1408,7239,7737
1504,7210,7670
1509,7180,7695
1600,7175,7609
1479,7244,7661
1512,7211,7661
1522,7211,7651
1515,7166,7703
1575,7138,7671
1532,7156,7696
1590,7108,7686
1518,7148,7718
1450,7214,7720
1587,7143,7654
1635,7194,7555
1538,7194,7652
1504,7196,7684
1603,7207,7574
1557,7218,7609
1543,7250,7591
1505,7242,7637
1558,7202,7624
1511,7258,7615
1521,7277,7586
1504,7251,7629
1465,7219,7700
1488,7235,7661
1527,7220,7637
1534,7166,7684
1534,7188,7662
1576,7132,7676
1536,7166,7682
1519,7131,7734
1557,7128,7699
1483,7062,7839
1413,7128,7843
1379,7123,7882
1530,7075,7779
1463,7111,7810
1462,7080,7842
1519,7070,7795
1560,7048,7776
1573,7056,7755
1482,7156,7746
1545,7095,7744
1494,7092,7798
1467,7081,7836
1556,7008,7820
1513,7070,7801
1507,7046,7831
1440,7053,7891
1459,7072,7853
1489,7037,7858
1508,7031,7845
1488,7058,7838
1533,7001,7850
1538,6966,7880
1466,7025,7893
1505,6953,7926
1547,6964,7873
1574,6975,7835
1527,7010,7847
1458,7062,7864
1486,7014,7884
1598,6963,7823
1559,6974,7851
1501,7047,7836
1505,6993,7886
1541,6918,7925
1481,6884,8019
1511,6959,7914
1522,6955,7907
1575,6934,7875
1594,6929,7861
1532,6921,7931
1611,6883,7890
1457,6988,7939
1550,6912,7922
1548,6860,7976
1357,6948,8079
1407,6902,8075
1492,6866,8026
1457,6869,8058
1550,6867,7967
1494,6811,8079
1444,6913,8027
1485,6843,8056
1404,6870,8110
1494,6848,8042
1545,6829,8010
1481,6874,8029
1531,6817,8036
1506,6785,8093
1440,6806,8138
1435,6824,8125
1412,6805,8167
1366,6848,8170
1360,6850,8174
1519,6764,8101
1482,6754,8148
1489,6813,8082
1466,6829,8089
1476,6807,8101
1391,6789,8204
1402,6764,8218
1509,6689,8186
1414,6736,8234
1418,6756,8210
1431,6751,8202
1448,6726,8210
1385,6806,8193
1417,6771,8196
1418,6759,8207
1366,6843,8175
1534,6771,8079
1417,6804,8163
1413,6815,8156
1501,6775,8108
1441,6840,8103
1399,6875,8110
1374,6920,8090
1387,6875,8122
1415,6831,8138
1465,6842,8077
1456,6833,8095
1484,6848,8052
1524,6839,8021
1397,6911,8076
1522,6842,8020
1365,6908,8111
1432,6867,8085
1495,6915,7974
1429,6941,8014
1528,6890,7966
1426,6919,8039
1345,6967,8072
1353,6919,8112
1435,6919,8030
1360,6906,8118
1448,6862,8074
1350,6965,8069
1425,6956,8003
1478,6905,8001
1458,6887,8039
1495,6849,8040
1570,6800,8014
1378,6907,8099
1388,6977,8019
1487,6852,8045
1375,6937,8072
1405,6928,8051
1428,6927,8029
1361,6941,8082
1510,6812,8062
1484,6872,8028
1480,6866,8038
1465,6844,8075
1451,6858,8075
1442,6858,8084
1473,6846,8065
1375,6831,8178
1366,6875,8143
1411,6802,8171
1426,6826,8132
1391,6882,8111
1404,6837,8143
1434,6877,8073
1381,6901,8102
1348,6884,8152
1485,6822,8077
1439,6851,8094
