Achiral,Chiral A,Chiral B
3703,181,212
3621,223,252
3527,266,303
3452,307,337
3381,341,374
3271,396,429
3183,438,475
3060,489,547
2936,530,630
2844,578,674
2733,639,724
2620,705,771
2491,749,856
2351,828,917
2206,889,1001
2054,959,1083
1882,1038,1176
1722,1109,1265
1572,1164,1360
1411,1244,1441
1243,1331,1522
1106,1408,1582
945,1478,1673
850,1559,1687
730,1611,1755
594,1673,1829
491,1727,1878
421,1758,1917
376,1791,1929
315,1835,1946
257,1897,1942
247,1917,1932
226,1951,1919
212,1971,1913
192,1981,1923
193,1994,1909
171,2009,1916
205,1999,1892
138,2058,1900
174,2044,1878
168,2046,1882
178,2045,1873
178,2051,1867
160,2041,1895
171,2043,1882
166,2082,1848
136,2098,1862
161,2095,1840
157,2112,1827
171,2114,1811
149,2140,1807
156,2133,1807
132,2142,1822
129,2123,1844
122,2135,1839
153,2112,1831
135,2144,1817
183,2126,1787
142,2142,1812
154,2147,1795
154,2148,1794
147,2168,1781
151,2177,1768
106,2210,1780
143,2187,1766
151,2202,1743
143,2198,1755
174,2195,1727
146,2209,1741
132,2214,1750
121,2231,1744
147,2222,1727
130,2239,1727
145,2244,1707
125,2246,1725
132,2257,1707
137,2255,1704
148,2268,1680
140,2279,1677
149,2251,1696
137,2287,1672
148,2296,1652
130,2290,1676
144,2286,1666
121,2301,1674
119,2322,1655
132,2309,1655
111,2342,1643
137,2336,1623
109,2361,1626
162,2335,1599
158,2355,1583
129,2360,1607
100,2389,1607
128,2376,1592
148,2373,1575
136,2372,1588
148,2380,1568
132,2392,1572
110,2400,1586
140,2385,1571
