Achiral,Chiral A,Chiral B
14776,813,795
13357,1501,1526
12240,2152,1992
10982,2737,2665
9796,3417,3171
8429,4095,3860
7204,4713,4467
6082,5306,4996
5049,5828,5507
4228,6298,5858
3759,6474,6151
3239,6802,6343
2945,6997,6442
2637,7258,6489
2531,7271,6582
2484,7354,6546
2381,7448,6555
2381,7459,6544
2386,7437,6561
2299,7551,6534
2307,7583,6494
2265,7703,6416
2291,7686,6407
2196,7751,6437
2296,7668,6420
2119,7815,6450
2284,7752,6348
2198,7783,6403
2260,7756,6368
2248,7775,6361
2085,7862,6437
2106,7870,6408
2160,7851,6373
2157,7907,6320
2164,7836,6384
2030,7931,6423
2055,7952,6377
2174,7882,6328
2131,7881,6372
2128,8003,6253
2068,8065,6251
2143,7975,6266
2037,8056,6291
2110,8060,6214
2057,8058,6269
2054,8096,6234
1971,8176,6237
2057,8121,6206
2027,8167,6190
1986,8149,6249
2083,8077,6224
2047,8103,6234
2009,8031,6344
2043,8011,6330
2077,8079,6228
2118,8004,6262
2087,8013,6284
2000,8065,6319
2001,8095,6288
1929,8166,6289
2074,8043,6267
2013,8067,6304
1960,8105,6319
2009,8064,6311
2076,8038,6270
1857,8182,6345
2037,8074,6273
1929,8146,6309
1970,8199,6215
1914,8186,6284
2026,8141,6217
1993,8164,6227
1908,8189,6287
1980,8180,6224
1914,8236,6234
1997,8166,6221
2007,8273,6104
1937,8279,6168
1986,8247,6151
2011,8291,6082
1943,8360,6081
2055,8193,6136
2038,8252,6094
1992,8279,6113
1973,8273,6138
1890,8371,6123
1962,8300,6122
1988,8265,6131
1890,8421,6073
1910,8424,6050
1845,8452,6087
1927,8374,6083
1876,8435,6073
1830,8452,6102
1958,8378,6048
1981,8384,6019
1826,8461,6097
1875,8469,6040
1952,8386,6046
2035,8323,6026
1951,8396,6037
1877,8378,6129
1829,8411,6144
1911,8370,6103
1835,8402,6147
2016,8344,6024
1965,8332,6087
1834,8439,6111
1845,8450,6089
1869,8443,6072
1859,8417,6108
2040,8328,6016
1996,8337,6051
1852,8464,6068
1916,8383,6085
1895,8472,6017
1805,8588,5991
1890,8567,5927
1881,8587,5916
1874,8535,5975
1764,8623,5997
1747,8669,5968
1844,8623,5917
1979,8462,5943
1890,8578,5916
1863,8561,5960
1873,8567,5944
1956,8510,5918
1895,8537,5952
1848,8586,5950
1739,8677,5968
1828,8635,5921
1855,8642,5887
1905,8609,5870
1843,8686,5855
1848,8672,5864
1805,8650,5929
1796,8652,5936
1870,8627,5887
1923,8553,5908
1908,8558,5918
1839,8644,5901
1806,8596,5982
1853,8588,5943
1878,8583,5923
1851,8590,5943
1857,8582,5945
1966,8546,5872
1825,8637,5922
1856,8653,5875
1973,8542,5869
1874,8535,5975
1978,8463,5943
1927,8523,5934
1764,8644,5976
1891,8555,5938
1896,8583,5905
1834,8632,5918
1793,8658,5933
1833,8621,5930
1838,8660,5886
1842,8694,5848
1790,8671,5923
1976,8550,5858
1952,8590,5842
1828,8676,5880
1792,8651,5941
1817,8643,5924
1915,8577,5892
1897,8569,5918
1759,8712,5913
1919,8645,5820
1800,8711,5873
1820,8685,5879
1922,8660,5802
1798,8720,5866
1731,8777,5876
1809,8786,5789
1819,8743,5822
1773,8788,5823
1754,8838,5792
1882,8721,5781
1787,8766,5831
1912,8694,5778
1852,8778,5754
1822,8784,5778
1819,8763,5802
1849,8806,5729
1842,8791,5751
1856,8790,5738
1801,8778,5805
1796,8755,5833
1884,8774,5726
1667,8897,5820
1693,8885,5806
1777,8882,5725
1796,8864,5724
1712,8895,5777
1828,8869,5687
1806,8880,5698
1812,8921,5651
1780,8856,5748
1817,8826,5741
1772,8849,5763
1680,8936,5768
1681,8958,5745
1831,8844,5709
1841,8899,5644
1813,8907,5664
1646,8999,5739
1784,8923,5677
1740,8997,5647
1850,8927,5607
1806,8911,5667
1796,8915,5673
1825,8883,5676
1829,8863,5692
1727,8909,5748
1820,8872,5692
1709,9001,5674
1810,8898,5676
1820,8909,5655
1733,8923,5728
1835,8927,5622
1758,8946,5680
1768,8975,5641
1801,8916,5667
1773,8979,5632
1734,9016,5634
1801,9026,5557
1751,9036,5597
1751,9064,5569
1780,9072,5532
1736,9128,5520
1854,9015,5515
1785,9086,5513
1754,9149,5481
1772,9139,5473
1778,9115,5491
1820,9087,5477
1727,9120,5537
1846,9095,5443
1793,9067,5524
1796,9054,5534
1843,9064,5477
1785,9133,5466
1904,9050,5430
1766,9100,5518
1662,9196,5526
1783,9109,5492
1787,9130,5467
