Achiral,Chiral A,Chiral B
14776,813,795
13600,1410,1374
12625,1902,1857
11671,2326,2387
10625,2812,2947
9375,3485,3524
8201,4077,4106
7122,4602,4660
6071,5102,5211
5111,5598,5675
4253,6037,6094
3581,6358,6445
3102,6635,6647
2703,6905,6776
2531,6976,6877
2334,7096,6954
2147,7251,6986
2105,7217,7062
2042,7316,7026
1937,7450,6997
1974,7524,6886
1900,7578,6906
1889,7626,6869
1844,7651,6889
1974,7629,6781
1936,7589,6859
1864,7677,6843
1847,7745,6792
1904,7738,6742
1851,7720,6813
1789,7754,6841
1849,7667,6868
1837,7712,6835
1784,7713,6887
1749,7767,6868
1759,7822,6803
1748,7779,6857
1823,7710,6851
1774,7807,6803
1747,7775,6862
1840,7736,6808
1650,7800,6934
1711,7822,6851
1735,7847,6802
1814,7774,6796
1761,7811,6812
1750,7802,6832
1758,7828,6798
1770,7882,6732
1732,7827,6825
1657,7824,6903
1803,7760,6821
1712,7858,6814
1665,7787,6932
1708,7747,6929
1728,7661,6995
1702,7696,6986
1742,7616,7026
1773,7642,6969
1631,7772,6981
1592,7730,7062
1806,7633,6945
1706,7671,7007
1652,7793,6939
1660,7807,6917
1680,7802,6902
1678,7821,6885
1712,7747,6925
1664,7808,6912
1654,7795,6935
1625,7827,6932
1568,7879,6937
1702,7782,6900
1577,7791,7016
1642,7792,6950
1683,7717,6984
1545,7834,7005
1587,7819,6978
1574,7799,7011
1740,7728,6916
1691,7696,6997
1674,7704,7006
1722,7687,6975
1658,7731,6995
1556,7709,7119
1559,7667,7158
1700,7594,7090
1654,7600,7130
1640,7629,7115
1693,7660,7031
1673,7711,7000
1612,7679,7093
1587,7665,7132
1598,7665,7121
1647,7593,7144
1565,7705,7114
1590,7654,7140
1621,7600,7163
1575,7597,7212
1716,7521,7147
1639,7521,7224
1608,7560,7216
1501,7587,7296
1557,7563,7264
1627,7524,7233
1637,7483,7264
1500,7591,7293
1562,7541,7281
1587,7551,7246
1575,7515,7294
1636,7500,7248
1634,7538,7212
1585,7540,7259
1608,7552,7224
1659,7566,7159
1649,7573,7162
1643,7576,7165
1600,7623,7161
1597,7573,7214
1561,7679,7144
1607,7690,7087
1551,7720,7113
1605,7729,7050
1615,7699,7070
1562,7760,7062
1546,7743,7095
1579,7719,7086
1641,7739,7004
1571,7751,7062
1601,7745,7038
1582,7755,7047
1533,7746,7105
1569,7765,7050
1745,7683,6956
1633,7744,7007
1566,7746,7072
1548,7724,7112
1696,7726,6962
1655,7809,6920
1539,7789,7056
1538,7846,7000
1498,7828,7058
1524,7755,7105
1526,7728,7130
1600,7713,7071
1573,7704,7107
1549,7764,7071
1528,7782,7074
1579,7686,7119
1601,7722,7061
1686,7679,7019
1667,7648,7069
1693,7661,7030
1735,7692,6957
1608,7761,7015
1589,7753,7042
1578,7759,7047
1538,7805,7041
1529,7782,7073
1502,7824,7058
1571,7769,7044
1615,7751,7018
1630,7748,7006
1604,7751,7029
1619,7770,6995
1562,7790,7032
1533,7789,7062
1471,7771,7142
1501,7797,7086
1555,7720,7109
1527,7737,7120
1540,7697,7147
1547,7738,7099
1543,7691,7150
1556,7769,7059
1661,7669,7054
1528,7764,7092
1585,7717,7082
1546,7714,7124
1586,7630,7168
1484,7746,7154
1554,7718,7112
1567,7736,7081
1532,7684,7168
1594,7711,7079
1529,7771,7084
1600,7726,7058
1568,7747,7069
1502,7808,7074
1517,7752,7115
1505,7811,7068
1577,7698,7109
1548,7695,7141
1637,7687,7060
1618,7606,7160
1555,7610,7219
1631,7591,7162
1625,7667,7092
1589,7669,7126
1562,7711,7111
1544,7692,7148
1528,7719,7137
1586,7656,7142
1614,7663,7107
1558,7719,7107
1593,7742,7049
1563,7706,7115
1529,7751,7104
1629,7736,7019
1642,7704,7038
1675,7654,7055
1558,7687,7139
1560,7724,7100
1491,7743,7150
1511,7788,7085
1528,7813,7043
1552,7777,7055
1518,7790,7076
1599,7791,6994
1464,7812,7108
1631,7712,7041
1625,7753,7006
1575,7759,7050
1566,7778,7040
1611,7683,7090
1586,7704,7094
1548,7736,7100
1500,7793,7091
1624,7689,7071
1592,7686,7106
1610,7677,7097
1586,7736,7062
1524,7739,7121
1620,7654,7110
1572,7710,7102
1466,7751,7167
1541,7686,7157
1443,7804,7137
1489,7789,7106
1564,7720,7100
1562,7723,7099
1513,7739,7132
1577,7687,7120
1583,7696,7105
1546,7659,7179
1604,7698,7082
1512,7710,7162
1596,7697,7091
1516,7747,7121
1561,7742,7081
1508,7729,7147
