Achiral,Chiral A,Chiral B
14776,813,795
13923,1232,1229
13180,1606,1598
12308,2084,1992
11397,2560,2427
10525,3008,2851
9428,3551,3405
8273,4150,3961
7127,4733,4524
6176,5213,4995
5226,5749,5409
4403,6129,5852
3605,6495,6284
3127,6740,6517
2595,6960,6829
2206,7025,7153
2049,7074,7261
1785,7137,7462
1727,7157,7500
1723,7192,7469
1586,7187,7611
1608,7123,7653
1578,7113,7693
1485,7102,7797
1509,7106,7769
1487,7141,7756
1482,7098,7804
1455,7119,7810
1643,6994,7747
1504,7022,7858
1412,7029,7943
1434,7022,7928
1480,7000,7904
1483,7001,7900
1343,7072,7969
1521,7027,7836
1395,7085,7904
1346,7050,7988
1399,6993,7992
1334,7076,7974
1326,7005,8053
1378,6933,8073
1359,6925,8100
1457,6864,8063
1335,6935,8114
1342,6812,8230
1356,6816,8212
1349,6774,8261
1371,6855,8158
1388,6839,8157
1312,6863,8209
1335,6814,8235
1348,6740,8296
1342,6716,8326
1328,6754,8302
1329,6729,8326
1308,6701,8375
1277,6707,8400
1374,6632,8378
1399,6595,8390
1355,6549,8480
1278,6597,8509
1247,6597,8540
1219,6563,8602
1228,6531,8625
1255,6461,8668
1345,6395,8644
1165,6474,8745
1237,6416,8731
1346,6348,8690
1260,6407,8717
1260,6396,8728
1280,6355,8749
1323,6363,8698
1267,6369,8748
1227,6377,8780
1253,6267,8864
1194,6361,8829
1270,6299,8815
1212,6266,8906
1250,6255,8879
1247,6271,8866
1263,6201,8920
1269,6203,8912
1232,6243,8909
1272,6169,8943
1267,6201,8916
1272,6157,8955
1085,6239,9060
1155,6121,9108
1132,6165,9087
1285,6069,9030
1300,6017,9067
1163,6073,9148
1200,6043,9141
1201,6026,9157
1204,5994,9186
1209,5972,9203
1246,5908,9230
1126,6010,9248
1113,5947,9324
1171,5935,9278
1178,5933,9273
1216,5888,9280
1231,5876,9277
1160,5919,9305
1184,5943,9257
1298,5881,9205
1177,5919,9288
1146,5873,9365
1221,5840,9323
1222,5840,9322
1142,5894,9348
1206,5846,9332
1257,5754,9373
1166,5775,9443
1171,5784,9429
1214,5778,9392
1147,5758,9479
1150,5731,9503
1242,5743,9399
1167,5783,9434
1129,5756,9499
1185,5733,9466
1257,5661,9466
1238,5663,9483
1163,5742,9479
1220,5705,9459
1269,5706,9409
1285,5677,9422
1232,5718,9434
1157,5795,9432
1192,5712,9480
1237,5761,9386
1136,5760,9488
1180,5698,9506
1160,5719,9505
1136,5739,9509
1128,5706,9550
1137,5680,9567
1214,5648,9522
1172,5664,9548
1143,5696,9545
1154,5682,9548
1182,5635,9567
1146,5654,9584
1169,5611,9604
1181,5587,9616
1192,5547,9645
1229,5557,9598
1236,5545,9603
1156,5581,9647
1113,5628,9643
1145,5628,9611
1208,5592,9584
1159,5591,9634
1262,5546,9576
1200,5551,9633
1237,5590,9557
1132,5606,9646
1169,5526,9689
1195,5601,9588
1120,5570,9694
1176,5536,9672
1211,5565,9608
1278,5494,9612
1226,5527,9631
1146,5553,9685
1189,5560,9635
1107,5567,9710
1136,5557,9691
1167,5539,9678
1188,5534,9662
1212,5518,9654
1166,5556,9662
1160,5488,9736
1102,5500,9782
1098,5506,9780
1130,5483,9771
1173,5459,9752
1150,5497,9737
1225,5470,9689
1224,5451,9709
1239,5484,9661
1167,5476,9741
1173,5472,9739
1198,5459,9727
1130,5463,9791
1066,5519,9799
1207,5418,9759
1147,5476,9761
1221,5435,9728
1146,5457,9781
1082,5511,9791
1122,5487,9775
1161,5438,9785
1139,5424,9821
1166,5378,9840
1161,5352,9871
1110,5431,9843
1173,5399,9812
1100,5433,9851
1236,5331,9817
1210,5375,9799
1181,5413,9790
1189,5395,9800
1120,5457,9807
1090,5440,9854
1219,5416,9749
1120,5450,9814
1090,5372,9922
1122,5383,9879
1223,5315,9846
1171,5303,9910
1140,5315,9929
1208,5288,9888
1185,5293,9906
1166,5269,9949
1102,5293,9989
1169,5245,9970
1112,5311,9961
1121,5296,9967
1133,5236,10015
1138,5234,10012
1166,5229,9989
1103,5242,10039
1130,5209,10045
1151,5196,10037
1203,5167,10014
1122,5168,10094
1094,5145,10145
1130,5126,10128
1171,5112,10101
1145,5109,10130
1206,5037,10141
1162,5036,10186
1115,5093,10176
1160,5067,10157
1205,5077,10102
1158,5117,10109
1145,5135,10104
1130,5141,10113
1215,5126,10043
1178,5115,10091
1153,5106,10125
1153,5119,10112
1156,5118,10110
1168,5112,10104
1145,5095,10144
1120,5115,10149
1143,5114,10127
