Achiral,Chiral A,Chiral B
14776,813,795
13796,1308,1280
12955,1747,1682
12117,2129,2138
11052,2648,2684
9922,3175,3287
8788,3754,3842
7611,4302,4471
6522,4842,5020
5478,5325,5581
4598,5744,6042
3821,6098,6465
3241,6421,6722
2864,6606,6914
2347,6843,7194
2303,6897,7184
2102,6952,7330
1947,7000,7437
1921,7028,7435
1724,7092,7568
1767,7045,7572
1805,6983,7596
1717,7003,7664
1756,7046,7582
1760,6997,7627
1693,7086,7605
1646,7037,7701
1695,7025,7664
1581,7008,7795
1653,6937,7794
1570,6867,7947
1600,6827,7957
1614,6826,7944
1566,6804,8014
1644,6848,7892
1557,6930,7897
1552,6869,7963
1601,6874,7909
1584,6858,7942
1554,6892,7938
1543,6897,7944
1553,6946,7885
1535,6872,7977
1488,6884,8012
1490,6863,8031
1476,6810,8098
1523,6823,8038
1544,6774,8066
1578,6768,8038
1371,6853,8160
1604,6733,8047
1442,6733,8209
1446,6724,8214
1510,6647,8227
1399,6704,8281
1489,6690,8205
1509,6648,8227
1461,6651,8272
1530,6696,8158
1472,6691,8221
1507,6609,8268
1441,6644,8299
1534,6627,8223
1422,6652,8310
1429,6629,8326
1463,6607,8314
1547,6559,8278
1450,6570,8364
1484,6530,8370
1426,6531,8427
1491,6464,8429
1423,6508,8453
1487,6467,8430
1500,6460,8424
1392,6497,8495
1409,6486,8489
1450,6398,8536
1449,6406,8529
1511,6371,8502
1466,6487,8431
1400,6490,8494
1423,6481,8480
1355,6486,8543
1451,6446,8487
1512,6454,8418
1525,6421,8438
1527,6428,8429
1450,6433,8501
1502,6425,8457
1474,6409,8501
1465,6417,8502
1402,6397,8585
1450,6384,8550
1428,6416,8540
1455,6454,8475
1541,6354,8489
1328,6428,8628
1392,6436,8556
1462,6392,8530
1347,6462,8575
1369,6438,8577
1465,6415,8504
1435,6393,8556
1406,6449,8529
1433,6389,8562
1475,6352,8557
1423,6419,8542
1585,6354,8445
1424,6433,8527
1404,6403,8577
1436,6406,8542
1387,6389,8608
1416,6374,8594
1435,6318,8631
1419,6351,8614
1405,6374,8605
1417,6348,8619
1380,6384,8620
1397,6341,8646
1494,6315,8575
1326,6362,8696
1365,6327,8692
1378,6369,8637
1429,6365,8590
1358,6327,8699
1391,6344,8649
1443,6304,8637
1387,6354,8643
1437,6313,8634
1300,6402,8682
1465,6299,8620
1347,6312,8725
1393,6300,8691
1381,6327,8676
1405,6293,8686
1357,6379,8648
1337,6358,8689
1452,6328,8604
1488,6303,8593
1355,6408,8621
1408,6342,8634
1413,6273,8698
1394,6330,8660
1438,6329,8617
1350,6317,8717
1412,6311,8661
1344,6339,8701
1403,6343,8638
1404,6350,8630
1316,6396,8672
1334,6401,8649
1362,6334,8688
1467,6311,8606
1380,6336,8668
1452,6238,8694
1262,6334,8788
1384,6281,8719
1219,6325,8840
1359,6272,8753
1425,6240,8719
1413,6222,8749
1345,6300,8739
1404,6304,8676
1435,6193,8756
1361,6267,8756
1363,6264,8757
1344,6311,8729
1342,6317,8725
1348,6293,8743
1336,6297,8751
1414,6321,8649
1327,6267,8790
1327,6222,8835
1407,6185,8792
1442,6199,8743
1365,6220,8799
1354,6257,8773
1404,6218,8762
1451,6205,8728
1323,6255,8806
1391,6199,8794
1304,6210,8870
1358,6258,8768
1320,6231,8833
1399,6239,8746
1282,6250,8852
1293,6296,8795
1307,6232,8845
1395,6246,8743
1317,6266,8801
1343,6246,8795
1309,6253,8822
1373,6213,8798
1358,6233,8793
1392,6190,8802
1394,6154,8836
1299,6195,8890
1299,6231,8854
1215,6264,8905
1394,6202,8788
1382,6160,8842
1299,6217,8868
1374,6204,8806
1289,6238,8857
1395,6161,8828
1381,6185,8818
1393,6174,8817
1357,6200,8827
1341,6205,8838
1389,6142,8853
1331,6195,8858
1357,6190,8837
1303,6238,8843
1292,6245,8847
1294,6252,8838
1344,6199,8841
1378,6209,8797
1284,6245,8855
1333,6226,8825
1315,6232,8837
1248,6251,8885
1418,6156,8810
1299,6215,8870
1346,6190,8848
1306,6259,8819
1336,6234,8814
1401,6250,8733
1270,6254,8860
1319,6234,8831
1222,6299,8863
1340,6264,8780
1312,6295,8777
1320,6315,8749
1301,6311,8772
1342,6289,8753
1370,6285,8729
1354,6289,8741
1343,6264,8777
1316,6291,8777
1270,6328,8786
1244,6344,8796
1340,6298,8746
1322,6300,8762
1358,6263,8763
1387,6253,8744
1383,6225,8776
1268,6234,8882
1438,6183,8763
1355,6142,8887
1392,6180,8812
1305,6202,8877
