Achiral,Chiral A,Chiral B
251596,5241,5307
248914,6566,6664
246290,7885,7969
243794,9151,9199
241195,10467,10482
238517,11767,11860
235944,13086,13114
233284,14460,14400
230518,15881,15745
227810,17219,17115
224983,18641,18520
221936,20210,19998
218889,21747,21508
215705,23306,23133
212596,24896,24652
209220,26577,26347
205588,28427,28129
201825,30328,29991
197812,32363,31969
193753,34507,33884
189352,36722,36070
184857,39055,38232
179873,41613,40658
174850,44183,43111
169358,46989,45797
163661,49890,48593
157606,52986,51552
151347,56306,54491
144975,59594,57575
138412,62978,60754
131825,66349,63970
124968,69766,67410
118053,73319,70772
111019,76857,74268
103969,80512,77663
96851,84188,81105
89931,87682,84531
83041,91145,87958
76376,94601,91167
69981,97870,94293
63630,101188,97326
57568,104327,100249
51970,107137,103037
46571,109930,105643
41446,112494,108204
36752,114852,110540
32428,117030,112686
28489,118947,114708
24817,120744,116583
21381,122448,118315
18369,123936,119839
15779,125260,121105
13590,126249,122305
11548,127281,123315
9905,128157,124082
8400,128943,124801
7136,129580,125428
6147,130084,125913
5367,130579,126198
4677,130892,126575
4068,131174,126902
3798,131246,127100
3273,131553,127318
3068,131711,127365
2771,131887,127486
2657,131933,127554
2416,132124,127604
2315,132196,127633
2189,132322,127633
2176,132338,127630
2127,132351,127666
2094,132359,127691
2020,132389,127735
2187,132254,127703
2000,132374,127770
1918,132384,127842
2002,132357,127785
1887,132426,127831
1946,132396,127802
1903,132406,127835
1845,132438,127861
1837,132471,127836
1862,132450,127832
1850,132485,127809
1780,132481,127883
1963,132397,127784
1789,132472,127883
1759,132455,127930
1818,132490,127836
1773,132575,127796
1820,132587,127737
1779,132642,127723
1753,132607,127784
1866,132617,127661
1794,132676,127674
1778,132670,127696
1698,132687,127759
1774,132658,127712
1735,132729,127680
1743,132732,127669
1772,132777,127595
1638,132809,127697
1641,132797,127706
1704,132770,127670
1719,132810,127615
1688,132808,127648
1575,132928,127641
1657,132976,127511
1687,133033,127424
1672,133012,127460
1609,133025,127510
1700,132960,127484
1593,133059,127492
1654,133118,127372
1657,133089,127398
1580,133138,127426
1604,133102,127438
1578,133211,127355
1611,133209,127324
1642,133129,127373
1711,133076,127357
1635,133137,127372
1601,133111,127432
1646,133090,127408
1563,133156,127425
1654,133157,127333
1559,133199,127386
1482,133237,127425
1593,133240,127311
1573,133282,127289
1568,133249,127327
1482,133283,127379
1584,133294,127266
1510,133380,127254
1464,133460,127220
1562,133433,127149
1491,133454,127199
1535,133431,127178
1545,133443,127156
1506,133441,127197
1503,133461,127180
1450,133449,127245
1447,133541,127156
1455,133577,127112
1437,133603,127104
1416,133611,127117
1449,133597,127098
1486,133637,127021
1503,133610,127031
1509,133575,127060
1418,133669,127057
1424,133653,127067
1483,133616,127045
1395,133711,127038
1425,133717,127002
1499,133689,126956
1504,133743,126897
1458,133727,126959
1428,133737,126979
1459,133726,126959
1465,133729,126950
1447,133738,126959
1397,133801,126946
1400,133800,126944
1467,133797,126880
1367,133915,126862
1513,133824,126807
1414,133867,126863
1527,133860,126757
1459,133916,126769
1426,133993,126725
1384,134077,126683
1501,134039,126604
1400,134130,126614
1360,134144,126640
1364,134121,126659
1346,134164,126634
1319,134201,126624
1434,134180,126530
1409,134254,126481
1365,134291,126488
1351,134307,126486
1350,134338,126456
1409,134331,126404
1486,134276,126382
1371,134365,126408
1338,134387,126419
1399,134387,126358
1402,134393,126349
1480,134423,126241
1350,134500,126294
1321,134540,126283
1383,134564,126197
1262,134638,126244
1280,134632,126232
1299,134658,126187
1246,134664,126234
1430,134571,126143
1370,134637,126137
1283,134702,126159
1323,134664,126157
1327,134662,126155
1328,134687,126129
1304,134766,126074
1353,134705,126086
1315,134752,126077
1324,134787,126033
1294,134875,125975
1286,134877,125981
1346,134907,125891
1296,134933,125915
1225,134986,125933
1273,134995,125876
1299,134993,125852
1325,135008,125811
1283,135042,125819
1233,135116,125795
1266,135066,125812
1203,135127,125814
1309,135048,125787
1293,134997,125854
1259,134999,125886
1158,135072,125914
1254,134997,125893
1212,135060,125872
1301,135009,125834
1269,135040,125835
1318,134949,125877
1318,134986,125840
1195,135030,125919
1299,134980,125865
1182,135080,125882
1275,135038,125831
1251,134965,125928
1215,134981,125948
1263,135006,125875
1227,134978,125939
1260,134975,125909
1252,134967,125925
1338,134905,125901
1274,134931,125939
1352,134918,125874
1223,135071,125850
1190,135061,125893
1183,135094,125867
1215,135116,125813
1292,135062,125790
1227,135107,125810
1220,135119,125805
1240,135111,125793
1234,135204,125706
1253,135180,125711
1198,135140,125806
1240,135131,125773
1214,135097,125833
1180,135152,125812
1210,135165,125769
1264,135146,125734
1242,135180,125722
1295,135096,125753
1260,135110,125774
1218,135165,125761
1290,135150,125704
1159,135246,125739
1176,135233,125735
1220,135251,125673
1153,135333,125658
1326,135236,125582
1213,135275,125656
1252,135289,125603
1274,135350,125520
1241,135404,125499
1258,135391,125495
1211,135411,125522
1256,135429,125459
1202,135406,125536
1170,135432,125542
1230,135372,125542
1243,135348,125553
1237,135393,125514
1168,135458,125518
1169,135414,125561
1150,135383,125611
1168,135400,125576
1202,135416,125526
1198,135407,125539
1142,135472,125530
1250,135437,125457
1182,135559,125403
1143,135562,125439
1172,135598,125374
1172,135562,125410
1161,135594,125389
1195,135650,125299
1119,135756,125269
1141,135711,125292
1166,135634,125344
1122,135686,125336
1129,135648,125367
1165,135616,125363
1189,135649,125306
1121,135690,125333
1177,135648,125319
1173,135667,125304
1221,135639,125284
1096,135739,125309
1163,135702,125279
1162,135693,125289
1164,135709,125271
1068,135752,125324
1103,135765,125276
1138,135767,125239
1163,135757,125224
1130,135762,125252
1062,135781,125301
1124,135786,125234
1109,135828,125207
1211,135789,125144
1161,135840,125143
1109,135825,125210
1158,135762,125224
1153,135775,125216
1180,135740,125224
1091,135754,125299
1114,135738,125292
1084,135729,125331
1122,135705,125317
1139,135679,125326
1115,135725,125304
1151,135730,125263
1106,135757,125281
1136,135766,125242
1144,135761,125239
1127,135729,125288
1094,135765,125285
1083,135737,125324
1097,135797,125250
1103,135762,125279
1151,135727,125266
1094,135765,125285
1102,135755,125287
1132,135757,125255
1121,135729,125294
1053,135723,125368
1097,135722,125325
1118,135680,125346
1129,135658,125357
1120,135679,125345
1111,135671,125362
1087,135642,125415
1154,135690,125300
1104,135767,125273
1112,135777,125255
1124,135782,125238
1199,135791,125154
1147,135833,125164
1111,135887,125146
1119,135864,125161
1086,135905,125153
1171,135858,125115
1137,135856,125151
1197,135900,125047
1113,135921,125110
1106,135923,125115
1057,135991,125096
1117,135942,125085
1078,135941,125125
1089,135921,125134
1124,135939,125081
1109,135919,125116
1159,135958,125027
1056,136034,125054
1138,135995,125011
1050,136048,125046
1063,136100,124981
1072,136095,124977
1131,136073,124940
1031,136149,124964
1049,136116,124979
1082,136202,124860
1079,136214,124851
1106,136169,124869
1079,136179,124886
1126,136121,124897
1094,136127,124923
1082,136183,124879
1078,136148,124918
1079,136123,124942
1103,136107,124934
987,136146,125011
1100,136144,124900
1108,136174,124862
1079,136194,124871
1048,136218,124878
1076,136253,124815
1146,136213,124785
1038,136243,124863
1143,136244,124757
1059,136286,124799
1002,136297,124845
1085,136248,124811
1063,136251,124830
1046,136288,124810
1111,136305,124728
1075,136326,124743
1055,136328,124761
1057,136326,124761
1017,136391,124736
1075,136369,124700
1026,136413,124705
1060,136436,124648
1078,136423,124643
1041,136470,124633
1067,136442,124635
1153,136402,124589
1127,136415,124602
1104,136418,124622
1116,136401,124627
1102,136385,124657
1026,136442,124676
1058,136492,124594
1174,136467,124503
1067,136569,124508
1083,136561,124500
1035,136633,124476
1051,136619,124474
1072,136633,124439
1027,136633,124484
1011,136671,124462
1054,136646,124444
1045,136623,124476
1054,136609,124481
1049,136646,124449
1083,136587,124474
1041,136594,124509
1112,136584,124448
984,136642,124518
1044,136606,124494
1083,136571,124490
988,136602,124554
1048,136568,124528
1035,136572,124537
1076,136548,124520
1054,136559,124531
983,136642,124519
1085,136621,124438
1015,136612,124517
1042,136631,124471
1112,136611,124421
1044,136674,124426
1038,136689,124417
916,136780,124448
997,136786,124361
1090,136735,124319
1021,136778,124345
1034,136789,124321
1022,136800,124322
1024,136822,124298
1019,136815,124310
1035,136852,124257
1112,136765,124267
1022,136848,124274
996,136877,124271
1060,136851,124233
964,136929,124251
1032,136857,124255
1055,136820,124269
1057,136814,124273
1030,136814,124300
1051,136785,124308
1046,136792,124306
1058,136837,124249
1092,136810,124242
1074,136814,124256
1070,136838,124236
1111,136864,124169
969,136936,124239
1056,136845,124243
1053,136834,124257
974,136877,124293
1036,136899,124209
1008,136945,124191
1019,136960,124165
1017,136978,124149
993,136944,124207
989,136888,124267
992,136892,124260
991,136884,124269
1024,136903,124217
1044,136834,124266
1062,136825,124257
1059,136849,124236
1069,136821,124254
995,136849,124300
1016,136901,124227
1040,136918,124186
1011,136952,124181
1027,136909,124208
1013,136958,124173
1005,136959,124180
966,137045,124133
918,137066,124160
1017,137030,124097
1002,137087,124055
965,137109,124070
1044,137067,124033
1040,137023,124081
1043,137051,124050
1043,137068,124033
957,137106,124081
993,137147,124004
995,137109,124040
1100,137067,123977
912,137148,124084
1009,137117,124018
1027,137084,124033
947,137176,124021
1014,137138,123992
944,137149,124051
1028,137133,123983
968,137127,124049
939,137169,124036
1000,137131,124013
973,137153,124018
916,137215,124013
947,137184,124013
994,137189,123961
984,137186,123974
1019,137180,123945
987,137180,123977
997,137194,123953
939,137237,123968
950,137252,123942
996,137237,123911
993,137295,123856
1027,137292,123825
1015,137370,123759
984,137385,123775
995,137438,123711
1018,137434,123692
983,137389,123772
986,137399,123759
983,137380,123781
1019,137370,123755
966,137391,123787
1017,137329,123798
1015,137386,123743
1013,137379,123752
962,137416,123766
1008,137412,123724
951,137431,123762
991,137375,123778
1034,137309,123801
1008,137369,123767
959,137394,123791
1014,137334,123796
1014,137347,123783
895,137430,123819
967,137366,123811
966,137388,123790
963,137401,123780
976,137382,123786
952,137431,123761
1052,137365,123727
945,137423,123776
880,137457,123807
992,137415,123737
980,137427,123737
967,137432,123745
950,137445,123749
994,137465,123685
941,137522,123681
1017,137468,123659
1016,137499,123629
946,137529,123669
945,137576,123623
1028,137498,123618
1018,137458,123668
976,137502,123666
968,137491,123685
962,137481,123701
1011,137436,123697
996,137437,123711
949,137457,123738
1027,137455,123662
956,137513,123675
948,137484,123712
971,137497,123676
911,137546,123687
909,137502,123733
933,137511,123700
940,137495,123709
900,137571,123673
995,137532,123617
896,137629,123619
991,137560,123593
902,137599,123643
989,137541,123614
990,137574,123580
1010,137569,123565
969,137570,123605
955,137589,123600
1007,137574,123563
958,137609,123577
890,137623,123631
932,137603,123609
947,137632,123565
948,137632,123564
968,137572,123604
939,137601,123604
973,137596,123575
976,137637,123531
1013,137620,123511
1010,137617,123517
965,137646,123533
1026,137621,123497
1016,137624,123504
948,137697,123499
984,137652,123508
954,137677,123513
1007,137645,123492
1029,137635,123480
967,137698,123479
926,137746,123472
992,137690,123462
931,137729,123484
987,137693,123464
998,137684,123462
982,137709,123453
934,137736,123474
905,137727,123512
973,137726,123445
950,137703,123491
970,137697,123477
911,137707,123526
920,137665,123559
988,137639,123517
990,137652,123502
923,137701,123520
936,137724,123484
993,137762,123389
944,137767,123433
952,137762,123430
995,137778,123371
928,137815,123401
1001,137728,123415
897,137777,123470
983,137782,123379
935,137812,123397
977,137791,123376
965,137871,123308
963,137874,123307
950,137858,123336
928,137917,123299
850,137959,123335
935,137914,123295
948,137935,123261
898,137962,123284
968,137869,123307
856,137928,123360
955,137898,123291
1037,137883,123224
1000,137949,123195
923,138002,123219
947,138012,123185
916,138034,123194
948,138038,123158
921,138077,123146
923,138037,123184
959,138032,123153
946,138030,123168
879,138062,123203
925,138027,123192
950,138043,123151
909,138072,123163
1014,138034,123096
922,138097,123125
895,138135,123114
890,138095,123159
925,138087,123132
956,138096,123092
890,138133,123121
912,138134,123098
945,138119,123080
905,138137,123102
942,138165,123037
942,138146,123056
882,138144,123118
894,138143,123107
958,138093,123093
879,138112,123153
971,138097,123076
933,138109,123102
887,138146,123111
933,138082,123129
890,138089,123165
901,138110,123133
911,138117,123116
1025,138031,123088
961,138072,123111
912,138101,123131
918,138105,123121
912,138078,123154
914,138123,123107
899,138149,123096
897,138153,123094
988,138087,123069
918,138123,123103
934,138151,123059
923,138177,123044
858,138221,123065
864,138199,123081
925,138150,123069
918,138204,123022
887,138218,123039
946,138243,122955
915,138239,122990
932,138222,122990
913,138287,122944
908,138295,122941
934,138251,122959
910,138296,122938
922,138294,122928
938,138303,122903
930,138295,122919
862,138319,122963
944,138290,122910
847,138375,122922
896,138335,122913
947,138273,122924
913,138311,122920
893,138313,122938
965,138273,122906
934,138314,122896
904,138381,122859
926,138361,122857
945,138351,122848
924,138369,122851
864,138434,122846
889,138401,122854
939,138343,122862
895,138337,122912
951,138334,122859
915,138383,122846
921,138368,122855
889,138333,122922
971,138305,122868
903,138359,122882
958,138337,122849
1009,138354,122781
945,138386,122813
910,138424,122810
909,138437,122798
909,138397,122838
943,138323,122878
868,138421,122855
960,138394,122790
967,138362,122815
932,138394,122818
879,138403,122862
896,138384,122864
886,138402,122856
934,138410,122800
900,138380,122864
922,138413,122809
869,138431,122844
923,138420,122801
888,138449,122807
960,138406,122778
876,138424,122844
934,138436,122774
933,138475,122736
871,138493,122780
927,138450,122767
906,138469,122769
960,138439,122745
861,138495,122788
865,138507,122772
879,138576,122689
902,138578,122664
925,138539,122680
878,138577,122689
847,138594,122703
783,138633,122728
858,138608,122678
908,138564,122672
891,138609,122644
873,138625,122646
908,138579,122657
913,138594,122637
916,138603,122625
911,138627,122606
892,138642,122610
941,138579,122624
923,138580,122641
902,138557,122685
962,138586,122596
901,138658,122585
878,138664,122602
852,138664,122628
886,138652,122606
947,138635,122562
894,138643,122607
867,138684,122593
902,138681,122561
925,138698,122521
865,138721,122558
940,138661,122543
842,138767,122535
856,138732,122556
922,138710,122512
935,138695,122514
910,138706,122528
786,138805,122553
910,138776,122458
900,138776,122468
886,138806,122452
874,138863,122407
849,138885,122410
904,138896,122344
904,138911,122329
900,138919,122325
944,138844,122356
919,138914,122311
891,138900,122353
836,138910,122398
948,138898,122298
847,138949,122348
860,138958,122326
891,138900,122353
898,138913,122333
861,138907,122376
840,138938,122366
796,138959,122389
900,138901,122343
859,138890,122395
963,138888,122293
876,138961,122307
886,138986,122272
861,138974,122309
874,138958,122312
870,138950,122324
906,138971,122267
857,139002,122285
859,138946,122339
867,138933,122344
902,138907,122335
864,138951,122329
924,138921,122299
866,138966,122312
837,139022,122285
873,139005,122266
892,139033,122219
852,139047,122245
806,139098,122240
954,139006,122184
909,139025,122210
871,139066,122207
873,139092,122179
804,139143,122197
914,139090,122140
818,139189,122137
889,139123,122132
905,139069,122170
860,139115,122169
835,139142,122167
881,139111,122152
844,139164,122136
856,139123,122165
847,139136,122161
855,139156,122133
887,139180,122077
872,139173,122099
830,139249,122065
883,139228,122033
836,139234,122074
804,139245,122095
807,139244,122093
857,139203,122084
877,139183,122084
893,139164,122087
920,139131,122093
893,139069,122182
909,139069,122166
886,139133,122125
850,139180,122114
884,139131,122129
897,139116,122131
888,139148,122108
877,139190,122077
861,139169,122114
846,139178,122120
897,139148,122099
947,139130,122067
838,139169,122137
922,139093,122129
869,139164,122111
848,139156,122140
863,139109,122172
844,139136,122164
882,139122,122140
860,139108,122176
848,139174,122122
871,139158,122115
817,139223,122104
930,139190,122024
855,139233,122056
863,139220,122061
857,139237,122050
788,139269,122087
818,139211,122115
891,139243,122010
902,139252,121990
843,139248,122053
802,139263,122079
776,139249,122119
851,139205,122088
822,139277,122045
840,139247,122057
860,139251,122033
844,139250,122050
840,139243,122061
882,139201,122061
864,139211,122069
859,139243,122042
886,139232,122026
874,139229,122041
821,139239,122084
856,139252,122036
810,139302,122032
896,139264,121984
830,139289,122025
864,139254,122026
858,139255,122031
887,139197,122060
854,139265,122025
850,139246,122048
869,139260,122015
844,139304,121996
897,139261,121986
852,139259,122033
786,139299,122059
924,139215,122005
865,139248,122031
839,139255,122050
775,139299,122070
813,139271,122060
828,139302,122014
866,139328,121950
910,139267,121967
904,139301,121939
889,139337,121918
858,139340,121946
838,139297,122009
876,139310,121958
912,139333,121899
944,139311,121889
868,139330,121946
837,139353,121954
828,139388,121928
851,139353,121940
873,139357,121914
845,139425,121874
885,139431,121828
881,139422,121841
884,139453,121807
810,139513,121821
864,139417,121863
896,139431,121817
852,139457,121835
891,139424,121829
906,139429,121809
867,139443,121834
863,139469,121812
834,139530,121780
872,139524,121748
808,139582,121754
833,139549,121762
851,139521,121772
817,139509,121818
830,139502,121812
829,139482,121833
895,139458,121791
886,139448,121810
850,139493,121801
798,139500,121846
781,139494,121869
888,139440,121816
867,139450,121827
889,139449,121806
874,139443,121827
866,139458,121820
795,139488,121861
877,139462,121805
775,139494,121875
744,139479,121921
773,139494,121877
819,139473,121852
808,139512,121824
785,139544,121815
825,139551,121768
