Achiral,Chiral A,Chiral B
14776,813,795
14522,936,926
14336,1035,1013
14123,1120,1141
13869,1233,1282
13610,1348,1426
13359,1486,1539
13020,1663,1701
12732,1849,1803
12366,2045,1973
11997,2204,2183
11571,2393,2420
11177,2570,2637
10741,2792,2851
10204,3052,3128
9692,3299,3393
9180,3555,3649
8678,3774,3932
8168,4047,4169
7670,4288,4426
7132,4522,4730
6495,4842,5047
5929,5067,5388
5316,5398,5670
4732,5702,5950
4168,5972,6244
3723,6159,6502
3285,6305,6794
2860,6494,7030
2519,6641,7224
2153,6818,7413
1819,6978,7587
1601,7059,7724
1405,7152,7827
1178,7245,7961
1049,7262,8073
965,7299,8120
854,7351,8179
771,7390,8223
708,7422,8254
640,7429,8315
591,7433,8360
549,7464,8371
550,7441,8393
581,7432,8371
539,7468,8377
570,7402,8412
530,7415,8439
514,7446,8424
501,7456,8427
537,7452,8395
470,7465,8449
480,7439,8465
433,7467,8484
445,7451,8488
515,7406,8463
446,7441,8497
453,7435,8496
450,7465,8469
414,7459,8511
421,7456,8507
459,7418,8507
443,7422,8519
445,7417,8522
449,7409,8526
449,7392,8543
431,7399,8554
443,7395,8546
450,7382,8552
388,7424,8572
396,7385,8603
432,7363,8589
390,7380,8614
431,7351,8602
453,7316,8615
426,7371,8587
401,7377,8606
442,7339,8603
403,7364,8617
439,7336,8609
425,7346,8613
384,7352,8648
395,7338,8651
432,7321,8631
417,7313,8654
371,7311,8702
442,7295,8647
385,7326,8673
373,7324,8687
429,7279,8676
438,7261,8685
395,7286,8703
423,7309,8652
428,7307,8649
386,7330,8668
402,7289,8693
368,7315,8701
403,7298,8683
419,7292,8673
402,7282,8700
355,7300,8729
389,7268,8727
389,7239,8756
377,7247,8760
404,7227,8753
384,7202,8798
389,7176,8819
406,7169,8809
420,7185,8779
402,7198,8784
369,7196,8819
406,7170,8808
379,7154,8851
374,7113,8897
366,7134,8884
392,7119,8873
399,7092,8893
359,7144,8881
432,7089,8863
421,7102,8861
407,7088,8889
421,7095,8868
347,7114,8923
387,7071,8926
383,7088,8913
364,7077,8943
419,7041,8924
361,7076,8947
380,7046,8958
392,7032,8960
393,7017,8974
350,7037,8997
367,7028,8989
386,7050,8948
383,7024,8977
364,7018,9002
376,7021,8987
436,6984,8964
384,6976,9024
382,6997,9005
332,7037,9015
366,7004,9014
375,6979,9030
408,6975,9001
409,6972,9003
376,6976,9032
375,6961,9048
403,6925,9056
347,6937,9100
354,6931,9099
399,6907,9078
377,6892,9115
376,6883,9125
412,6869,9103
360,6888,9136
408,6848,9128
380,6858,9146
393,6844,9147
307,6866,9211
343,6878,9163
346,6871,9167
387,6845,9152
404,6834,9146
412,6817,9155
364,6847,9173
348,6832,9204
353,6828,9203
344,6822,9218
368,6836,9180
368,6815,9201
358,6818,9208
380,6784,9220
388,6777,9219
370,6773,9241
356,6793,9235
404,6774,9206
369,6793,9222
349,6794,9241
361,6804,9219
361,6786,9237
410,6767,9207
357,6783,9244
358,6748,9278
350,6769,9265
388,6757,9239
393,6737,9254
351,6762,9271
367,6756,9261
402,6746,9236
339,6769,9276
384,6742,9258
361,6745,9278
349,6749,9286
302,6761,9321
343,6727,9314
346,6742,9296
356,6742,9286
377,6710,9297
341,6733,9310
366,6708,9310
333,6720,9331
373,6689,9322
337,6722,9325
345,6724,9315
379,6667,9338
347,6665,9372
352,6651,9381
349,6694,9341
360,6664,9360
340,6670,9374
329,6642,9413
322,6643,9419
374,6643,9367
376,6624,9384
397,6615,9372
333,6614,9437
352,6606,9426
307,6621,9456
355,6595,9434
323,6626,9435
346,6611,9427
335,6605,9444
323,6591,9470
349,6580,9455
330,6569,9485
328,6588,9468
343,6576,9465
319,6574,9491
305,6570,9509
323,6584,9477
332,6552,9500
348,6555,9481
337,6529,9518
350,6533,9501
334,6549,9501
398,6524,9462
323,6550,9511
327,6555,9502
350,6555,9479
318,6549,9517
331,6536,9517
329,6538,9517
318,6537,9529
353,6517,9514
326,6524,9534
357,6511,9516
355,6504,9525
322,6518,9544
347,6517,9520
318,6531,9535
340,6474,9570
