Achiral,Chiral A,Chiral B
14776,813,795
14155,1136,1093
13628,1388,1368
13032,1681,1671
12467,1986,1931
11811,2255,2318
10983,2641,2760
10127,3113,3144
9289,3529,3566
8418,4027,3939
7538,4428,4418
6540,4917,4927
5661,5339,5384
4784,5762,5838
3990,6234,6160
3278,6653,6453
2752,6920,6712
2373,7145,6866
1921,7337,7126
1711,7464,7209
1548,7569,7267
1356,7641,7387
1302,7727,7355
1254,7750,7380
1155,7807,7422
1170,7764,7450
1130,7773,7481
1133,7754,7497
1134,7803,7447
1058,7815,7511
1050,7803,7531
1088,7790,7506
1044,7856,7484
992,7865,7527
1019,7881,7484
1035,7846,7503
1001,7842,7541
1092,7754,7538
1006,7787,7591
1054,7762,7568
976,7799,7609
1011,7730,7643
1010,7765,7609
1039,7749,7596
975,7825,7584
1046,7776,7562
957,7829,7598
994,7785,7605
1020,7751,7613
997,7743,7644
996,7800,7588
945,7810,7629
1009,7782,7593
905,7850,7629
924,7815,7645
960,7745,7679
969,7746,7669
874,7739,7771
1027,7650,7707
963,7732,7689
954,7701,7729
941,7710,7733
931,7709,7744
969,7721,7694
888,7804,7692
893,7845,7646
906,7804,7674
942,7758,7684
893,7772,7719
922,7789,7673
916,7794,7674
976,7735,7673
956,7752,7676
923,7743,7718
941,7757,7686
922,7766,7696
872,7773,7739
917,7781,7686
900,7766,7718
917,7734,7733
846,7765,7773
893,7763,7728
919,7754,7711
802,7777,7805
849,7766,7769
916,7770,7698
863,7746,7775
829,7793,7762
819,7784,7781
920,7754,7710
904,7710,7770
905,7744,7735
898,7751,7735
888,7747,7749
919,7726,7739
818,7809,7757
787,7793,7804
861,7763,7760
853,7784,7747
855,7778,7751
858,7725,7801
921,7727,7736
808,7797,7779
784,7802,7798
845,7802,7737
823,7781,7780
886,7769,7729
883,7786,7715
824,7806,7754
834,7827,7723
868,7783,7733
847,7771,7766
900,7705,7779
799,7797,7788
869,7726,7789
878,7752,7754
781,7786,7817
789,7814,7781
835,7759,7790
905,7757,7722
803,7828,7753
837,7816,7731
832,7836,7716
867,7808,7709
855,7794,7735
843,7830,7711
870,7808,7706
840,7871,7673
759,7879,7746
797,7863,7724
825,7887,7672
813,7876,7695
749,7901,7734
815,7835,7734
865,7828,7691
871,7797,7716
852,7818,7714
799,7888,7697
783,7875,7726
814,7872,7698
827,7817,7740
791,7828,7765
800,7863,7721
802,7897,7685
847,7890,7647
794,7934,7656
773,7935,7676
824,7931,7629
774,7939,7671
775,7963,7646
824,7951,7609
887,7878,7619
847,7938,7599
784,7935,7665
797,7931,7656
876,7900,7608
789,7927,7668
803,7896,7685
808,7936,7640
795,7932,7657
801,7949,7634
825,7974,7585
787,7983,7614
841,7916,7627
817,7964,7603
733,8000,7651
801,7971,7612
797,7954,7633
825,7918,7641
812,7938,7634
822,7904,7658
801,7909,7674
775,7939,7670
799,7956,7629
908,7903,7573
831,7924,7629
828,7952,7604
761,7978,7645
762,7980,7642
734,7984,7666
795,7939,7650
788,7960,7636
752,7969,7663
760,7968,7656
754,7968,7662
780,7975,7629
832,7981,7571
797,7986,7601
857,7991,7536
834,7954,7596
800,7985,7599
771,8035,7578
866,7990,7528
816,8023,7545
769,8009,7606
779,8033,7572
775,8051,7558
779,8027,7578
827,8029,7528
815,8035,7534
802,8088,7494
819,8042,7523
797,8039,7548
693,8098,7593
798,8069,7517
775,8062,7547
820,8050,7514
781,8123,7480
777,8098,7509
739,8109,7536
802,8065,7517
782,8061,7541
786,8058,7540
873,8003,7508
774,8129,7481
783,8109,7492
762,8102,7520
772,8102,7510
845,8044,7495
743,8148,7493
788,8108,7488
783,8119,7482
771,8141,7472
768,8113,7503
740,8154,7490
789,8106,7489
795,8088,7501
791,8111,7482
816,8067,7501
812,8087,7485
760,8146,7478
748,8120,7516
760,8136,7488
758,8145,7481
756,8165,7463
824,8103,7457
778,8140,7466
765,8146,7473
766,8167,7451
760,8160,7464
746,8157,7481
779,8112,7493
764,8169,7451
730,8183,7471
822,8117,7445
802,8164,7418
752,8187,7445
792,8210,7382
800,8188,7396
792,8173,7419
805,8131,7448
