Achiral,Chiral A,Chiral B
3703,181,212
3417,345,334
3146,502,448
2842,663,591
2579,765,752
2332,906,858
2029,1086,981
1732,1238,1126
1450,1394,1252
1175,1577,1344
1020,1702,1374
867,1780,1449
807,1828,1461
693,1892,1511
633,1865,1598
632,1840,1624
528,1882,1686
561,1844,1691
550,1855,1691
532,1866,1698
572,1871,1653
574,1860,1662
517,1889,1690
542,1866,1688
561,1846,1689
565,1859,1672
510,1851,1735
497,1854,1745
465,1872,1759
501,1852,1743
453,1877,1766
516,1871,1709
509,1872,1715
474,1870,1752
501,1865,1730
478,1878,1740
482,1863,1751
441,1894,1761
477,1877,1742
500,1892,1704
451,1925,1720
578,1866,1652
514,1904,1678
501,1910,1685
483,1931,1682
474,1930,1692
521,1919,1656
504,1936,1656
483,1997,1616
479,1983,1634
481,1983,1632
494,1939,1663
471,1967,1658
489,1946,1661
466,1967,1663
518,1951,1627
509,1971,1616
507,1990,1599
486,2004,1606
472,2028,1596
409,2087,1600
475,2041,1580
482,2039,1575
470,2040,1586
499,2052,1545
492,2053,1551
453,2078,1565
419,2076,1601
473,2050,1573
423,2112,1561
452,2101,1543
450,2106,1540
454,2116,1526
411,2121,1564
481,2087,1528
449,2134,1513
431,2167,1498
443,2166,1487
470,2127,1499
469,2098,1529
451,2104,1541
448,2116,1532
433,2179,1484
452,2134,1510
400,2153,1543
431,2162,1503
452,2157,1487
454,2166,1476
388,2213,1495
439,2188,1469
449,2190,1457
463,2194,1439
416,2216,1464
513,2176,1407
470,2199,1427
464,2219,1413
466,2200,1430
437,2202,1457
394,2241,1461
466,2207,1423
469,2226,1401
