Achiral,Chiral A,Chiral B
3703,181,212
3515,272,309
3315,376,405
3152,460,484
2991,544,561
2774,638,684
2554,753,789
2363,847,886
2069,992,1035
1842,1074,1180
1612,1160,1324
1352,1285,1459
1182,1303,1611
983,1383,1730
829,1451,1816
681,1515,1900
572,1605,1919
436,1676,1984
394,1709,1993
368,1693,2035
388,1704,2004
323,1731,2042
310,1723,2063
341,1691,2064
324,1686,2086
320,1695,2081
326,1688,2082
317,1682,2097
307,1710,2079
302,1718,2076
336,1708,2052
324,1697,2075
302,1696,2098
304,1735,2057
293,1747,2056
282,1750,2064
263,1748,2085
330,1694,2072
298,1730,2068
341,1702,2053
271,1723,2102
321,1700,2075
310,1717,2069
293,1713,2090
277,1706,2113
286,1718,2092
268,1718,2110
257,1729,2110
284,1709,2103
279,1704,2113
251,1695,2150
279,1675,2142
260,1692,2144
314,1661,2121
303,1698,2095
332,1672,2092
287,1693,2116
236,1721,2139
261,1698,2137
307,1667,2122
271,1697,2128
281,1693,2122
261,1697,2138
287,1700,2109
286,1704,2106
246,1720,2130
275,1709,2112
288,1706,2102
256,1740,2100
261,1724,2111
235,1737,2124
269,1702,2125
282,1709,2105
265,1712,2119
230,1726,2140
268,1703,2125
248,1719,2129
264,1710,2122
238,1699,2159
268,1696,2132
293,1680,2123
285,1689,2122
272,1699,2125
258,1710,2128
276,1677,2143
248,1713,2135
239,1713,2144
280,1704,2112
259,1699,2138
258,1688,2150
234,1683,2179
248,1709,2139
265,1714,2117
234,1702,2160
250,1688,2158
263,1670,2163
234,1690,2172
235,1675,2186
273,1670,2153
256,1673,2167
260,1665,2171
