Achiral,Chiral A,Chiral B
3703,181,212
3659,199,238
3606,231,259
3558,259,279
3517,277,302
3450,315,331
3387,333,376
3313,370,413
3241,412,443
3192,431,473
3141,437,518
3065,475,556
2997,505,594
2915,543,638
2800,606,690
2695,652,749
2580,694,822
2476,724,896
2355,761,980
2235,794,1067
2099,848,1149
1966,883,1247
1833,916,1347
1689,976,1431
1561,1032,1503
1456,1084,1556
1316,1130,1650
1218,1178,1700
1108,1218,1770
996,1273,1827
878,1321,1897
791,1364,1941
697,1392,2007
608,1435,2053
533,1477,2086
462,1520,2114
414,1546,2136
388,1563,2145
359,1583,2154
283,1616,2197
252,1625,2219
237,1632,2227
189,1646,2261
187,1652,2257
164,1657,2275
159,1669,2268
136,1684,2276
139,1685,2272
115,1701,2280
109,1708,2279
118,1690,2288
129,1683,2284
109,1686,2301
127,1676,2293
108,1673,2315
98,1675,2323
102,1669,2325
96,1662,2338
101,1667,2328
66,1686,2344
90,1678,2328
93,1665,2338
80,1665,2351
87,1674,2335
98,1657,2341
95,1649,2352
94,1647,2355
81,1652,2363
103,1643,2350
73,1668,2355
76,1650,2370
76,1652,2368
87,1642,2367
89,1640,2367
77,1650,2369
88,1644,2364
82,1631,2383
63,1630,2403
89,1627,2380
77,1624,2395
77,1636,2383
77,1627,2392
87,1616,2393
88,1616,2392
93,1614,2389
101,1591,2404
82,1602,2412
92,1613,2391
74,1620,2402
87,1608,2401
89,1605,2402
90,1600,2406
85,1605,2406
104,1589,2403
85,1600,2411
77,1599,2420
70,1603,2423
82,1595,2419
81,1593,2422
95,1576,2425
67,1595,2434
