Achiral,Chiral A,Chiral B
3703,181,212
3517,278,301
3333,364,399
3149,438,509
2925,519,652
2697,628,771
2480,717,899
2251,836,1009
1978,964,1154
1724,1055,1317
1512,1142,1442
1266,1243,1587
1032,1331,1733
839,1397,1860
766,1397,1933
650,1458,1988
575,1489,2032
502,1505,2089
485,1510,2101
420,1496,2180
389,1513,2194
423,1490,2183
376,1490,2230
357,1491,2248
393,1482,2221
392,1480,2224
432,1470,2194
385,1485,2226
342,1479,2275
403,1439,2254
395,1434,2267
355,1441,2300
376,1417,2303
372,1400,2324
372,1392,2332
344,1399,2353
362,1406,2328
352,1415,2329
341,1410,2345
356,1384,2356
378,1371,2347
354,1388,2354
361,1409,2326
384,1392,2320
372,1407,2317
362,1386,2348
355,1374,2367
343,1366,2387
344,1385,2367
322,1412,2362
362,1384,2350
375,1371,2350
347,1370,2379
307,1381,2408
338,1364,2394
316,1365,2415
321,1354,2421
353,1330,2413
307,1361,2428
382,1335,2379
316,1374,2406
349,1360,2387
337,1357,2402
326,1351,2419
285,1351,2460
322,1356,2418
348,1288,2460
336,1310,2450
344,1311,2441
318,1300,2478
332,1291,2473
377,1264,2455
351,1257,2488
306,1274,2516
335,1266,2495
338,1260,2498
315,1252,2529
303,1239,2554
334,1209,2553
292,1236,2568
349,1207,2540
307,1215,2574
314,1193,2589
338,1168,2590
339,1186,2571
351,1205,2540
327,1197,2572
384,1167,2545
286,1168,2642
326,1164,2606
294,1174,2628
280,1168,2648
321,1148,2627
268,1165,2663
288,1160,2648
358,1157,2581
343,1150,2603
329,1157,2610
280,1142,2674
261,1147,2688
252,1164,2680
