Achiral,Chiral A,Chiral B
3703,181,212
3538,282,276
3360,378,358
3193,448,455
3013,560,523
2779,691,626
2597,798,701
2393,899,804
2119,1027,950
1877,1178,1041
1579,1309,1208
1349,1408,1339
1165,1502,1429
998,1565,1533
801,1668,1627
699,1715,1682
603,1769,1724
520,1789,1787
443,1844,1809
434,1848,1814
364,1851,1881
393,1859,1844
328,1879,1889
332,1897,1867
347,1899,1850
308,1923,1865
345,1884,1867
323,1900,1873
282,1914,1900
264,1913,1919
283,1897,1916
312,1900,1884
331,1890,1875
291,1900,1905
280,1928,1888
247,1947,1902
273,1902,1921
305,1900,1891
312,1911,1873
309,1909,1878
298,1924,1874
291,1912,1893
317,1892,1887
293,1905,1898
286,1930,1880
268,1928,1900
260,1936,1900
282,1933,1881
299,1922,1875
294,1941,1861
245,1957,1894
278,1927,1891
289,1945,1862
277,1955,1864
305,1932,1859
318,1917,1861
271,1921,1904
287,1894,1915
293,1887,1916
270,1906,1920
304,1867,1925
288,1881,1927
265,1912,1919
314,1894,1888
286,1922,1888
264,1921,1911
286,1892,1918
256,1919,1921
237,1927,1932
299,1879,1918
268,1888,1940
291,1875,1930
276,1874,1946
266,1840,1990
273,1822,2001
295,1814,1987
265,1845,1986
287,1822,1987
272,1850,1974
289,1845,1962
273,1873,1950
284,1863,1949
255,1867,1974
267,1864,1965
306,1828,1962
270,1838,1988
254,1839,2003
270,1839,1987
278,1836,1982
271,1861,1964
290,1838,1968
280,1810,2006
283,1797,2016
239,1819,2038
268,1793,2035
284,1797,2015
271,1800,2025
275,1805,2016
262,1802,2032
274,1814,2008
264,1803,2029
