Achiral,Chiral A,Chiral B
3703,181,212
3392,339,365
3109,488,499
2767,682,647
2469,808,819
2168,1004,924
1832,1213,1051
1582,1342,1172
1279,1492,1325
1085,1569,1442
905,1664,1527
782,1731,1583
685,1793,1618
637,1808,1651
603,1824,1669
541,1874,1681
557,1859,1680
573,1818,1705
572,1812,1712
520,1851,1725
552,1832,1712
602,1775,1719
522,1846,1728
516,1822,1758
513,1807,1776
506,1792,1798
497,1798,1801
524,1746,1826
536,1773,1787
500,1777,1819
541,1767,1788
501,1822,1773
534,1761,1801
507,1735,1854
489,1757,1850
498,1749,1849
512,1726,1858
510,1727,1859
477,1745,1874
505,1722,1869
527,1733,1836
473,1747,1876
464,1752,1880
479,1773,1844
519,1705,1872
504,1735,1857
486,1736,1874
436,1800,1860
516,1742,1838
506,1761,1829
532,1706,1858
425,1768,1903
452,1728,1916
435,1706,1955
415,1736,1945
479,1695,1922
437,1715,1944
473,1710,1913
484,1701,1911
477,1712,1907
478,1685,1933
501,1640,1955
448,1636,2012
474,1647,1975
443,1663,1990
532,1607,1957
498,1598,2000
509,1627,1960
437,1651,2008
437,1617,2042
432,1637,2027
470,1660,1966
488,1657,1951
474,1702,1920
473,1723,1900
447,1738,1911
442,1753,1901
458,1741,1897
479,1754,1863
488,1732,1876
460,1774,1862
464,1789,1843
474,1753,1869
432,1769,1895
413,1777,1906
422,1767,1907
453,1776,1867
458,1760,1878
498,1723,1875
457,1782,1857
481,1745,1870
476,1725,1895
443,1760,1893
445,1740,1911
500,1725,1871
437,1760,1899
449,1741,1906
462,1741,1893
503,1727,1866
449,1799,1848
431,1803,1862
