Achiral,Chiral A,Chiral B
3703,181,212
3509,298,289
3266,400,430
3059,453,584
2828,534,734
2605,624,867
2364,746,986
2131,862,1103
1811,961,1324
1526,1095,1475
1286,1208,1602
1099,1261,1736
898,1333,1865
785,1368,1943
665,1415,2016
565,1449,2082
527,1440,2129
479,1445,2172
455,1438,2203
459,1438,2199
472,1386,2238
484,1354,2258
457,1342,2297
417,1355,2324
452,1310,2334
448,1296,2352
398,1335,2363
394,1309,2393
378,1321,2397
359,1319,2418
387,1294,2415
411,1270,2415
410,1294,2392
408,1254,2434
371,1279,2446
383,1246,2467
382,1269,2445
407,1261,2428
412,1274,2410
349,1301,2446
351,1299,2446
371,1273,2452
361,1270,2465
377,1273,2446
357,1274,2465
339,1298,2459
365,1294,2437
334,1305,2457
372,1309,2415
350,1347,2399
393,1307,2396
372,1298,2426
312,1356,2428
379,1335,2382
288,1389,2419
330,1372,2394
323,1388,2385
358,1369,2369
366,1368,2362
384,1361,2351
361,1366,2369
335,1369,2392
360,1357,2379
351,1379,2366
358,1371,2367
337,1375,2384
343,1356,2397
351,1369,2376
381,1343,2372
394,1338,2364
356,1383,2357
358,1381,2357
360,1374,2362
376,1333,2387
328,1393,2375
348,1384,2364
368,1381,2347
319,1420,2357
326,1410,2360
335,1416,2345
347,1421,2328
391,1398,2307
354,1434,2308
339,1450,2307
396,1400,2300
361,1433,2302
337,1445,2314
370,1445,2281
323,1440,2333
331,1421,2344
328,1431,2337
360,1448,2288
282,1493,2321
379,1451,2266
352,1447,2297
341,1458,2297
333,1438,2325
370,1440,2286
360,1434,2302
341,1433,2322
347,1431,2318
