Achiral,Chiral A,Chiral B
14776,813,795
14077,1133,1174
13378,1518,1488
12587,1888,1909
11804,2288,2292
10854,2727,2803
10010,3156,3218
9028,3657,3699
8021,4144,4219
7004,4694,4686
5945,5276,5163
5000,5714,5670
4139,6195,6050
3499,6469,6416
2879,6796,6709
2339,7082,6963
2138,7206,7040
1843,7355,7186
1696,7390,7298
1586,7490,7308
1485,7536,7363
1478,7532,7374
1433,7607,7344
1442,7560,7382
1496,7639,7249
1510,7621,7253
1304,7699,7381
1314,7695,7375
1351,7699,7334
1434,7648,7302
1413,7670,7301
1361,7629,7394
1334,7695,7355
1324,7687,7373
1300,7718,7366
1274,7730,7380
1259,7704,7421
1185,7751,7448
1340,7710,7334
1296,7751,7337
1338,7744,7302
1276,7761,7347
1373,7702,7309
1333,7732,7319
1202,7820,7362
1219,7818,7347
1275,7766,7343
1234,7839,7311
1303,7733,7348
1271,7747,7366
1278,7714,7392
1291,7723,7370
1199,7810,7375
1222,7799,7363
1168,7812,7404
1240,7778,7366
1159,7805,7420
1185,7787,7412
1203,7755,7426
1167,7791,7426
1263,7777,7344
1214,7757,7413
1229,7743,7412
1170,7757,7457
1187,7666,7531
1205,7621,7558
1202,7629,7553
1199,7596,7589
1208,7606,7570
1129,7626,7629
1220,7586,7578
1200,7571,7613
1177,7594,7613
1143,7610,7631
1173,7589,7622
1229,7550,7605
1217,7533,7634
1116,7522,7746
1164,7535,7685
1201,7475,7708
1113,7518,7753
1181,7462,7741
1083,7477,7824
1135,7457,7792
1146,7423,7815
1098,7484,7802
1099,7459,7826
1196,7355,7833
1087,7430,7867
1153,7381,7850
1167,7416,7801
1135,7448,7801
1185,7393,7806
1217,7409,7758
1072,7436,7876
1234,7383,7767
1091,7474,7819
1151,7435,7798
1122,7457,7805
1160,7386,7838
1109,7420,7855
1095,7375,7914
1146,7362,7876
1169,7401,7814
1127,7399,7858
1091,7422,7871
1089,7457,7838
1126,7428,7830
1134,7382,7868
1179,7382,7823
1075,7443,7866
1062,7461,7861
1146,7380,7858
1083,7431,7870
1076,7416,7892
1163,7397,7824
1088,7412,7884
1156,7369,7859
1036,7454,7894
1074,7484,7826
1102,7434,7848
1125,7442,7817
1196,7396,7792
1110,7473,7801
1123,7443,7818
1094,7474,7816
1107,7462,7815
1078,7540,7766
1140,7466,7778
1183,7458,7743
1153,7430,7801
1146,7450,7788
1140,7453,7791
1054,7449,7881
1171,7354,7859
1132,7409,7843
1032,7472,7880
1106,7430,7848
1079,7429,7876
1099,7409,7876
1061,7445,7878
1123,7406,7855
1100,7437,7847
1129,7390,7865
1062,7426,7896
1097,7448,7839
1107,7456,7821
1070,7424,7890
1100,7378,7906
1041,7379,7964
1004,7386,7994
1060,7383,7941
1080,7338,7966
1024,7367,7993
1092,7320,7972
1053,7342,7989
1157,7252,7975
1077,7297,8010
1054,7271,8059
1089,7249,8046
1140,7260,7984
1021,7290,8073
1100,7215,8069
1142,7216,8026
1113,7230,8041
1060,7256,8068
1082,7289,8013
1054,7286,8044
1072,7300,8012
1125,7263,7996
1079,7274,8031
1028,7298,8058
1124,7225,8035
1045,7311,8028
1021,7296,8067
1105,7277,8002
1138,7284,7962
1105,7304,7975
1093,7305,7986
1055,7297,8032
1067,7335,7982
1040,7317,8027
1074,7323,7987
1084,7312,7988
1048,7336,8000
1068,7301,8015
1046,7337,8001
1050,7310,8024
1067,7339,7978
1133,7271,7980
1084,7298,8002
1038,7346,8000
1133,7270,7981
1039,7345,8000
1037,7304,8043
1052,7290,8042
1049,7286,8049
1086,7288,8010
1052,7305,8027
1138,7231,8015
1076,7280,8028
1081,7319,7984
1018,7325,8041
1022,7339,8023
1054,7300,8030
1131,7287,7966
1093,7320,7971
1075,7308,8001
1043,7338,8003
1033,7335,8016
1113,7284,7987
998,7391,7995
1031,7414,7939
1050,7380,7954
945,7391,8048
1022,7322,8040
1072,7305,8007
1096,7286,8002
1026,7291,8067
1078,7266,8040
1046,7344,7994
1041,7350,7993
1058,7302,8024
1141,7271,7972
1168,7292,7924
1003,7339,8042
1034,7317,8033
1077,7239,8068
1034,7279,8071
998,7263,8123
1034,7206,8144
1093,7190,8101
1091,7177,8116
1066,7170,8148
1076,7148,8160
1026,7131,8227
987,7163,8234
1067,7130,8187
1038,7120,8226
1045,7157,8182
1131,7108,8145
1079,7113,8192
1046,7140,8198
1087,7104,8193
992,7202,8190
984,7201,8199
1010,7205,8169
1056,7120,8208
1010,7125,8249
1001,7124,8259
1054,7072,8258
