Achiral,Chiral A,Chiral B
3703,181,212
3394,335,367
3111,478,507
2783,633,680
2452,771,873
2216,875,1005
1911,1049,1136
1609,1196,1291
1319,1306,1471
1165,1369,1562
993,1409,1694
872,1466,1758
793,1496,1807
681,1589,1826
675,1563,1858
567,1631,1898
553,1645,1898
506,1653,1937
606,1588,1902
602,1591,1903
554,1638,1904
602,1590,1904
568,1595,1933
538,1634,1924
571,1620,1905
544,1620,1932
573,1615,1908
621,1592,1883
541,1626,1929
579,1594,1923
523,1600,1973
519,1612,1965
512,1604,1980
521,1617,1958
526,1599,1971
480,1615,2001
501,1630,1965
514,1618,1964
508,1640,1948
598,1610,1888
635,1566,1895
459,1648,1989
515,1620,1961
559,1607,1930
537,1656,1903
524,1657,1915
503,1654,1939
495,1670,1931
550,1627,1919
535,1654,1907
489,1669,1938
479,1663,1954
485,1679,1932
525,1637,1934
467,1648,1981
467,1679,1950
519,1643,1934
519,1657,1920
507,1630,1959
520,1632,1944
588,1591,1917
506,1627,1963
556,1611,1929
579,1587,1930
536,1580,1980
546,1569,1981
541,1589,1966
488,1586,2022
477,1603,2016
470,1612,2014
484,1592,2020
511,1571,2014
505,1567,2024
512,1531,2053
531,1534,2031
471,1547,2078
440,1582,2074
535,1554,2007
518,1545,2033
494,1561,2041
485,1543,2068
451,1554,2091
490,1527,2079
512,1538,2046
465,1548,2083
503,1484,2109
471,1476,2149
526,1447,2123
523,1448,2125
532,1442,2122
486,1470,2140
461,1503,2132
516,1430,2150
524,1439,2133
532,1429,2135
468,1460,2168
464,1473,2159
488,1449,2159
452,1472,2172
487,1451,2158
486,1471,2139
